GENEID_10116,GENEID_9606
24158,34
25363,37
25014,38
79558,90
303468,6442
315150,158
290923,175
24179,183
25374,210
25748,212
25028,270
287774,350
246097,355
24208,367
29221,383
59085,435
79251,443
24941,538
29711,594
360254,675
295703,710
24231,717
24237,729
313421,732
29155,825
300678,917
84349,959
79557,1134
29422,1145
85419,1130
310071,1161
25688,1180
79425,1188
84352,1278
301012,1294
25304,1311
24268,1356
304024,1371
25413,1376
25307,1471
25308,1476
79129,1535
100362121,1643
298942,1738
81656,1806
366270,1908
50672,1910
25437,2010
497010,2022
362202,2038
25315,2052
24336,2057
291703,2071
300726,2108
304929,2153
24946,2158
25598,2169
361435,2175
24361,2176
29383,2184
25316,2206
361338,2235
24368,2271
25449,2492
292485,2519
81919,2523
314360,2581
287835,2584
298003,2592
288333,2632
364975,2639
24953,2642
29244,2643
25235,2690
24392,2697
29584,2705
140588,2737
309312,2731
114516,8001
691992,2811
502858,2815
292804,2821
296654,2934
25458,2937
100360342,2956
170670,3030
171155,3032
360719,3081
25709,3145
79238,3155
304514,6910
114638,3257
25464,3383
363513,3423
360904,3425
79126,3426
140924,3561
24506,3630
29535,3651
25724,3691
29146,182
25326,3718
24520,3736
25471,102723475
64030,3815
360625,3859
305078,3914
25608,3952
305941,6445
680229,6443
c(81513, 100911727),3978
24538,3990
24539,4023
117018,3757
29253,4128
24553,4233
85483,4261
81685,4292
81709,4436
310900,4547
295929,4607
266714,4647
81523,4653
315165,4668
360630,4669
89830,5727
24592,4763
290029,4860
266732,4864
296136,4867
302619,4935
64313,4942
317576,4952
24616,5053
687008,5095
289878,5158
292808,5184
c(116718, 100909787),5193
308718,5191
678739,5256
361377,5257
24650,5310
304822,5317
29692,5320
116552,5351
302915,5373
25517,5449
29589,5456
289219,5498
81750,5627
50557,5728
24694,5741
56813,5745
29498,5805
29534,5828
312703,5830
64192,5860
24708,5925
25534,5961
309201,6094
100125595,6247
25049,6310
25722,6329
497892,6444
25065,6557
54300,6559
64301,6606:6607
29219,6622
140586,6662
314251,6710
25557,6770
310836,24
64365,6948
60335,7051
25085,7054
83580,7056
29248,7137
690050,7172
60445,7248
25360,7253
24856,7276
288051,7372
29421,7389
497811,7498
294328,326
54225,338
287552,642
117035,788
24247,846
114851,1026
24942,1121
83534,1200
171081,1439
308415,2068
311215,2132
114860,2582
282838,2760
81668,2798
25062,2820
301233,2978
79244,3295
116465,3459
25704,3559
297025,3792
287702,3872
59106,4053
83572,5048
81727,4598
364018,4688
24591,4758
56761,4854
690163,5019
307401,5145
64204,5339
296851,5445
81751,5664
84600,5896
310659,5993
25544,6401
29500,6555
24786,6647
314621,6794
81805,6821
25735,3172
25640,6928
89804,7010
c(100910397, 81811),7066
64557,580
85489,7291
58850,190
24186,213
25095,272
306586,275
292072,353
246284,546
24221,551
29687,713
25422,1415
306761,2161
29251,2147
361969,2243
24367,2266
25447,2488
25453,2668
294673,3074
83535,3767
25696,7436
282839,4158
24564,4359
25611,5009
24624,5096
24943,5354
494322,5378
499617,5994
25539,6295
192155,6439
308909,6609
24817,6927
24842,7157
54314,7173
24855,7249
25653,7252
298182,7306
24874,7428
116669,7450
60446,1406
252835,8200
287167,3040:3039
298288,731
114103,3568
24499,3570
295279,2209
304966,2214:2215
25325,3586
64036,1604
24493,3552
24494,3553
24384,2638
25670,3600
116562,3558
117517,730
287287,3565
116558,3578
60350,929
24811,6890
24835,7124
25008,4049
25685,3484
25662,3485
24484,3486
24498,3569
24446,3082
