28985_GENEID,9606_GENEID
2893283,38
2897031,158
2896036,210
2892616,212
2895828,383
2896396,435
2895934,538
2895579,1371
2892029,1376
2893576,1738
2894113,2071
2894161,2108
2895496,2235
2893546,2271
2894952,2592
2896528,2632
2896322,2643
2893374,2731
2894287,2821
2895939,2937
2892098,2956
2892205,3145
2892839,3978
2892977,4292
2896009,4436
2891987,4860
2894897,4864
2896939,4942
2892812,5373
2896901,5498
2895958,7389
2892598,788
2892527,2068
2894000,3295
2892302,4598
2893843,6647
2896877,275
2897115,353
2894929,5009
2894718,6648
2894346,2936
2895485,18
2896612,191
2896578,1384
2896609,2618
2897427,2987
2895254,5162
2895750,5430
2896961,5431
2893137,5447
2892230,5479
2897336,5557
2895921,5558
2895669,6122
2897143,6124
2896337,6141
2894273,6152
2894002,6156
2892940,6173
2893244,6188
2892700,6193
2896964,6204
2894437,6217
2897150,6228
2894566,6232
2892088,6240
2896417,7298
2893737,7915
2891900,50
2895735,396
2895825,1111
9487308,1155
2896506,1434
2894835,1479
2892781,1615
2897217,1665
2891871,1723
2893295,1736
2894774,1798
2895699,1801
2893038,1802
2894790,1819
2894882,1967
2892085,2091
2894885,2729
2893512,2959
2893687,2966
2897346,2967
2896820,2972
2894909,16
2896019,204
2891918,262
2892378,382
2893294,506
2893138,526
2895141,528
2894914,529
2891844,539
2892083,833
2893469,908
2893473,978
2893126,989
2893891,1022
2893759,790
2895066,1491
2894123,1725
2893167,1743
2892272,1933
2893695,2109
2896751,2224
2894243,2339
2897118,2617
2895619,2805
2893788,3035
2893559,3157
2894318,3308
2895247,3329
2893856,3508
2897126,3837
2892375,3843
2892937,3981
2892732,4085
2894424,4172
2891973,4331
2893381,4351
2895120,4438
2895871,4507
2895887,4597
2893970,4682
2893958,4799
2894721,4931
2897080,4953
2897310,4968
2896921,5111
2893233,5204
2897242,5236
2893208,5245
2891867,5277
2893198,5289
2895081,5356
2894580,5424
2893540,5432
2895462,5434
2891921,5436
2893330,5510
2893827,5531
2897357,5598
2896404,5682
2893404,5683
2896346,5684
2893875,5685
2896822,5686
2896519,5687
2896890,143471
2893612,5689
2897371,5690
2894666,5691
2892765,5692
2895912,5694
2896710,5695
2894995,5700
2893997,5701
2894640,5702
2896813,5705
2892008,5707
2894593,5708
2893067,5709
2891966,5713
2893277,5715
2893803,5717
2892084,5718
2897512,5719
2894668,5888
2897490,5976
2893249,5981
2897168,5983
2891913,6059
2896480,6117
2892822,6182
2893808,6390
2894980,6595
2893723,6675
2896051,6713
2892804,6729
2895597,6811
2897291,6829
2893858,6908
2892474,3930
2892647,7150
c(2896784, 2892357),7284
2893979,7322
2892189,7411
2894009,7514
2892292,7555
2895505,8318
2894491,8480
2894499,8504
2894105,8518
2893933,8520
2893016,8544
2895997,8565
2894109,8615
2892152,8661
2896595,8662
2895780,8663
2897230,8666
2895932,8668
2896660,8675
2895863,8678
2895195,8721
2892039,401548
2894509,8775
2896758,8803
2891993,8879
2893899,8881
2893829,8882
2896625,8893
2892457,8896
2895385,8905
2893960,8943
2892100,9040
2892744,271
2895615,471
2894293,498
2894597,533
2894767,705
2895821,56267
2897232,1175
2896433,1965
2895779,2237
2895353,4733
2893813,5576
2892714,6389
2895985,6470
2897163,7453
2893509,9296
2896722,9343
2896889,9373
2893020,9487
2893317,9512
2893421,9615
2896392,22
2894265,617
2893237,54926
2895924,1314
2892876,1353
2892299,1656
2891949,2110
2894592,1803
2895182,2193
2893390,2222
2892597,2958
2895839,3422
2895801,4171
2894489,5188
2894571,5876
2893043,6341
2893060,6633
2893025,7879
2896720,8697
2894972,9104
2897101,9114
2894503,9128
2897237,9136
2891963,2107
2895253,9197
2897447,9276
2894249,9361
2895010,1213
2892806,9533
2895472,9554
2894670,9588
2895400,9632
2893811,832
2893430,1020
2897061,1659
2897414,2475
2893763,3416
2894411,4809
2891996,5347
2892669,5393
2895480,5859
2896487,5929
2894848,9973
2896629,9097
2897171,509
2892421,535
2892986,2072
2895155,3052
2892155,3093
2892944,3309
2896541,4234
2894508,9125
2896597,9126
2892674,9277
2894186,10026
2895555,10051
2892829,8907
2894209,10054
9487340,10055
2894289,3419
2895572,3735
2892523,4361
2894201,4817
2892842,10056
2894451,10093
2897259,10094
2892200,10097
2894112,10153
2892518,10157
2892494,10171
2894493,10195
2894176,10213
2893385,10237
2896053,1176
2893119,10269
2891870,10291
2894387,4176
2897324,4285
2894956,4524
2895374,7203
2893995,7347
2894414,7386
2895928,8872
2896355,51761
2893986,10399
2895582,4738
2892684,4905
2894216,5300
2892428,5426
2893336,5438
2897136,5536
2896802,5563
2893133,7407
2892899,8243
2891832,10436
2896585,10245
2893588,10469
2893942,10478
2893755,10484
2897550,10527
2893196,10528
2896361,10533
2895919,10535
2895730,10552
2896379,10558
2892918,10565
2895444,10574
2895747,10575
2891861,10576
2896818,10588
2893058,10592
2896628,10594
2895969,10607
2893364,10621
2892644,5704
2896393,6301
2895331,8089
2892162,10539
2892697,10641
2893012,10652
2897087,10667
2892992,10694
2894958,10845
2891812,10856
2895025,2739
2893501,4174
2896669,6888
2895148,8315
2892760,10885
2897244,10935
2896749,10963
2897322,10972
2896409,10973
2893912,10988
2895837,11019
2914051,4519
2914070,4514
2914076,4512
2914081,4513
2894997,3420
2895982,6309
2894373,6877
2895601,7922
2892148,11056
2892323,11103
2894631,11128
2893965,11137
2895112,11144
2895310,7415
2894946,11198
2896981,11212
2894244,11266
2893934,11267
2895852,55308
2893981,11311
2897145,11321
2894473,11331
2896788,84549
2895844,29954
2896737,222068
2894515,3376
2894284,91869
2893771,23590
2894279,5464
2893246,29789
2895202,51102
2896971,55163
2895573,24140
2895600,123096
2896930,56052
2897449,11164
2894317,55666
2894355,55331
2894359,55858
2892373,5091
2894960,23193
2895727,56996
2894775,51020
2893592,6399
2894825,28989
2892720,9054
2896309,9489
2896414,11079
2894546,55909
2896647,80157
2891971,64080
2892370,93210
2895277,114049
2892244,55258
2892686,55364
2892662,54475
2893505,283871
2892907,55738
2893082,92675
2892459,55651
2895314,728294
2896925,197257
2892761,102157402
2894220,54977
2894438,6137
2894145,7329
2894093,55720
2894004,29925
2895209,55687
2895208,79039
2892022,2819
2896649,9775
2895559,26275
2895580,51728
2895511,55621
2893470,23256
2893115,79877
2896562,6950
2892463,1315
2893284,414328
2893778,5192
2894606,10352
2892266,55005
2892607,56342
2896486,51077
2896527,57038
2893663,23413
2893880,80198
2896574,23463
2897026,80255
2893834,126003
2891890,51510
2892529,151258
2896478,246269
2896714,51382
2894425,57130
2897052,84912
2893446,28985
2892681,54995
2892296,63929
2894723,25973
2894494,79711
2893720,10412
2894188,1355
2892507,60314
2892165,23020
2896553,2058
2896836,25821
2896503,60491
2894939,10985
2895390,54464
2894283,54516
2896935,29960
2894769,55341
2893983,9924
2896861,85365
2897526,80324
2892499,29097
2892102,50814
2896811,221143
2897311,54974
2897359,84896
2897458,83451
2896306,83939
2893179,60386
2892745,23481
2896785,79954
2894789,92935
2892925,54512
2895423,55250
2894576,84920
2891843,25796
2892542,51004
2896456,55972
2896318,112858
2892596,57703
2895784,6836
2894059,54938
2894121,23203
2892659,8659
2891839,51202
2893959,23404
2894600,57570
2893312,55191
2893320,51400
2893199,160760
2893192,26019
2894620,5414
2894623,27304
2894633,23549
2895221,51647
2894196,55272
2896504,51068
2896505,113419
2896850,51604
2895128,5524
2895900,81034
2894532,27042
2894156,79717
2892054,399818
2894868,51700
2897236,55821
2897024,55737
2892791,51477
2894200,115708
2894883,84340
2896039,23517
2896431,51072
2892962,93183
2895420,8562
2897274,1841
2897538,22948
2896976,5984
2897036,83475
2897198,10400
2896966,22908
2897133,23556
2893066,55739
2893996,171568
2895777,112970
2896025,51118
2895164,51652
2895169,27247
2894263,255967
2896972,51154
2897162,27243
2895910,10059
2894880,64794
2895439,25972
2895448,55644
2895676,27095
2896311,84154
2895589,7511
2895868,25879
2895865,51119
2895989,25996
2893410,85476
2895554,64431
2895356,51611
2893314,23456
2893155,57017
2892133,6396
2893468,51184
2893474,23173
2895361,57143
2895495,9918
2892335,54606
2892326,51692
2892318,60558
c(2896672, 2891981),8892
2897010,6175
2896851,56954
2894486,23395
9487404,55697
2897347,56931
2896974,11062
2897420,134430
2893783,128869
2893349,84274
2893161,54529
2897238,51290
2895881,51006
2897204,7374
2893908,7327
2894111,84705
2894892,83943
2894861,23246
2895816,9948
2895817,84135
2895625,83743
2895769,7779
2893362,55276
2896371,8886
2896507,55278
2894446,9896
2894644,84945
2893950,5985
2893110,134218
2893209,29101
2893506,79796
2892815,55781
2893006,65003
2892757,81889
2893047,79752
2894398,51690
2895224,55226
2895291,1655
2892012,5422
2892315,138199
2895917,1737
2895256,79913
2895344,4048
2893329,80755
2894445,55695
2893311,64223
2893435,115286
2892149,55871
2895688,6183
2892114,29889
2894663,51010
2894089,54482
2892672,60487
2892422,5982
2892404,93587
2892045,445
2895069,124454
2896617,22894
2893345,29929
2895935,22803
2895645,79053
2892398,7991
2892283,22934
2891922,22800
2894636,83732
2893919,10229
2892624,56902
2895497,129642
2892343,29968
2895860,26155
2895857,55703
2892787,89874
2893074,23479
2893518,80273
2895084,2356
2895082,54517
2892245,54707
2892048,54802
2892282,79031
2895764,51602
2895351,25885
2893296,27292
2892613,29880
2897373,9790
2892696,51520
2895859,2968
2894325,55157
2894342,51067
2894337,23560
2894353,55140
2892914,55699
2897446,84172
2893010,3692
2894561,261726
2897252,27158
2896952,10907
2892695,84844
2893292,9904
2893215,10423
2893603,84245
2897392,51126
2892030,201595
2895732,6878
2892969,10101
2896391,25824
2896678,10598
2891976,23597
2895105,25788
2896969,23541
2892478,4439
2897243,10110
2896699,9785
2894751,90701
2893051,5238
2893097,51013
2894802,22818
2897375,51028
2894459,51660
2896500,51343
2894765,51187
2892631,51260
2891824,51805
2893797,55586
2893498,54814
2895798,54888
2892082,54978
2894366,55186
2895340,55233
2896515,55748
2891805,55759
2894341,55768
2894128,55299
2895088,339175
2893412,54557
2893504,56897
2897205,57171
2892371,57721
2894674,118424
2894755,60490
2894174,93973
2893935,83480
2897197,56997
2893525,79631
2892089,80017
2895275,6897
2894743,6120
2896364,115209
2893925,57696
2894062,153642
2893607,55432
2894951,2585
2895542,284129
2892412,94097
2892511,780776
2896682,4644
2896045,6241
2894314,400
2894696,1964
2894410,1182
2893816,1459
2894248,3336
2896656,5214
2894255,7072
2896739,8850
2895719,10294
2896905,3417
2896453,10061
2897067,3276
2896489,5230
2893629,5902
2892894,9517
2892626,2272
2892158,50808
2893659,2710
2896435,55217
2893748,8034
2892145,374868
2897356,7317
2893787,23230
2892905,26063
2895292,51082
2894903,23223
2893281,54760
2892561,10015
2896717,55324
2893901,55204
2895722,4632
2892176,64241
2897065,79572
2895289,80777
2895558,123099
2897070,30849
2894399,139596
2897193,3156
2895282,31
2896870,7268
2894379,9453
2894207,5018
2895751,5481
2894008,11222
2895758,11224
2894749,439
2895709,27000
2896733,26751
2896738,25874
2895698,55164
2895492,1432
2895659,28987
2892099,4357
2897187,112812
2893962,140711
2894358,9044
2894913,57380
2897284,51218
2893593,6132
2895500,28960
2892625,84725
2893662,51727
2894506,54949
2894886,55300
2893628,79947
2892913,80148
2892719,80325
2895679,27440
2896470,55244
2896740,91647
2896685,8724
2892728,5861
2893611,9093
2891889,9520
2892268,9524
2895333,8623
2891835,57546
2894386,100
2895987,189
2895241,c(875, 102724560)
2895071,1201
2897223,6901
2895788,6135
2892759,6146
2897060,4047
2895172,6224
2892799,6231
2895656,957
2895075,991
2892291,2547
2896032,2664
2894944,513
2896313,1610
2894685,2752
2894935,3418
2894070,10295
2895322,5315
2896550,5594
2893275,5714
2894432,5887
9487284,6118
2895614,6138
2894964,6187
2893475,6233
2893774,7357
2895262,7417
2893465,8607
2895532,8733
2895737,5516
2897416,8766
2893289,2539
2892061,6804
2897125,9525
2894015,9527
2895846,2030
2894602,6564
2894560,1797
2892009,4144
2894288,4801
2891834,10482
2892203,10556
2893479,10640
2894129,10945
2895126,11200
2897069,11260
2893851,6161
2893746,27340
2892075,79968
2895501,79726
2893403,10105
2894498,6500
2892687,1810
2891882,23160
2897004,6871
2892141,64802
2893544,51204
2897064,1622
2892535,7353
2893909,84779
2895398,8295
2894427,3313
2892803,654364
2893679,55003
2893141,64318
2895627,1340
2895360,4358
2895481,51560
2895029,10280
2895194,6880
2895231,9868
2892314,10072
2895840,79922
2891932,4173
2897494,6723
2897315,79050
2892052,2286
2897509,6830
2892893,10681
2895502,51478
2893269,84916
2895848,26297
2895121,22933
2896817,23534
2894736,27166
2891894,440275
2892565,29015
2894197,27257
2892847,4848
2894178,9688
2895151,23047
2895070,23137
2897265,23212
2894155,25813
2895474,51608
2896377,51026
2893202,51659
2894714,55968
2894124,51529
2893621,55622
2895882,54987
2892157,55229
2896757,54555
2893532,64841
2895111,57515
2892062,56896
2897525,58497
2892081,60481
2895894,64210
2893378,65083
2892503,79624
2897207,79154
2894466,161424
2895978,196294
2892910,84294
2895417,84337
2897128,94005
2893855,80335
2892487,114134
2894052,112840
2895947,29997
2896707,79042
2893197,83594
2892345,113675
2897523,91801
2895776,92170
2896305,23233
2893165,51014
2894154,6168
2891912,5756
2896840,8438
2894083,5581
2894435,7919
2891823,10857
2896033,57819
2892563,5605
2891979,494143
2895999,51236
2895762,79939
2894315,90956
2893871,8906
2893596,30001
2895553,55277
2894146,1983
2894198,84129
2893915,3070
2891924,23326
2894286,2203
2891931,217
2893694,1595
2892548,5034
2897312,5530
2893117,847
2893142,6813
2894202,29927
2894996,2771
2895041,1104
2894608,1460
2893423,1509
2895671,1537
2894919,2098
2894978,4967
2897018,5063
2894998,5211
2897077,5568
2894206,5595
2897522,5710
2895196,5905
2895186,6594
2892417,7178
2893954,7336
2894771,8467
2892350,8671
2894006,8802
2897422,9212
2893438,2021
2895858,8653
2894017,9107
2894604,9391
2892892,9429
2894807,5165
2895134,4191
2894215,4522
2897530,830
2893163,3337
2895337,10427
2895799,10959
2893299,84532
2896350,89941
2893070,6652
2897417,22919
2896403,491
2894454,5224
2897213,4542
2893029,79152
2894507,26958
2892533,10897
2893513,23012
2892614,120103
2897413,3954
2893937,23390
2892067,57194
2895786,5696
2893039,23603
2896793,27032
2895754,25956
2897307,51388
2893820,55339
2895734,57060
2894672,64854
2897355,64895
2894791,81555
2896374,79731
2894497,79982
2897072,94103
2895598,128866
2894710,83940
2896847,148811
2894551,4625
2892855,128
2897372,3614
2892802,5534
2893815,9349
2895766,6142
2894568,6143
2892544,6167
c(2896681, 2892303),5901
2894356,6203
2892298,6229
2895002,6234
2895206,1040
2892053,1105
2894420,527
2893045,2935
2893732,3921
2896460,5226
2893059,5537
2895243,6919
2896556,7311
2895493,8714
2894393,8854
2897504,6199
2897264,9045
2896402,4677
2894684,3065
2895809,9945
2892388,2678
2893873,7905
2897025,10096
2892769,10383
2896427,10767
2895707,6575
2897107,4736
2897519,10585
2895944,5518
2893104,51117
2894773,81929
2892442,5908
2895432,80135
2894750,84961
2897440,284723
2896542,114882
2895534,84706
2894226,92856
2895341,440138
2894899,1663
2897062,387
2892113,84790
2894889,9200
2895888,27235
2893007,51094
2893531,55825
2892384,57486
2897474,285195
2893210,115201
2895449,128240
2895710,411
2897304,221
2894514,3303:3304
2894778,6515
2893084,3326
2893517,9133
2893427,71
2896999,1017
2896838,2026
2892242,1070
2896762,10487
2894704,51312
2892961,1453
2892135,80336
2896412,5476
2895503,3936
2896485,57521
2892988,89978
2893570,23761
2896849,587
2897073,9061
2894452,25766
2892798,51412
2895992,55844
2891943,94239
2892667,59286
2895017,5836
2896434,79774
2894345,6194
2893229,55208
2893718,23327
2892731,6129
2895590,81689
2896781,6205
2892713,493869
2897393,5208
2895637,2931
2897028,6222
