8364_GENEID,9606_GENEID
100494748,34
594960,38
550111,90
100488410,6442
448055,158
100485379,175
100127178,183
779632,210
448773,212
100488507,270
100124750,355
100489816,367
448358,383
100127798,435
733935,443
100496384,594
100491079,717
c(448630, 100485342),729
100380076,732
100497532,825
100489038,959
100145177,1134
100497712,1145
779601,1130
549933,1161
780175,1278
100489404,1294
100494714,1311
100492836,1356
100145617,1371
394801,1376
100485774,1471
549234,1535
493565,1643
100485480,1738
734021,1806
779931,1910
100491276,2022
100487946,2038
100158543,2052
100170563,2071
549492,2108
100135376,2153
496659,2158
100101805,2169
100380079,2175
100493280,2176
100135385,2184
100496154,2235
100491219,2271
100493647,2492
496744,2519
447958,2523
779723,2581
779645,2584
595095,2592
100494084,2632
549043,2639
100487356,2642
448485,2643
100493377,2690
394450,2697
407921,2705
100101789,2737
100497481,2731
100488938,8001
496419,2821
549610,2934
493407,2937
100145639,2956
394832,3030
394747,3032
101732915,3081
448096,3145
100494904,3155
619589,6910
448750,3257
100145064,6448
100135738,3423
100488103,3425
613100,3426
100492995,3561
100101718,3630
100490648,3651
100485847,3691
100486874,182
100135373,3718
100492822,3736
100486396,102723475
100216090,3815
100486967,3859
100125073,3914
100486715,3952
780370,6445
100216021,6443
100271763,3978
100135730,3990
100127862,4023
100495198,4128
100485823,4233
101734303,4261
100170640,4292
100380043,4436
100487453,4547
100127177,4607
100491335,4647
100489733,4653
779501,4668
100489327,4669
100492061,5727
100494098,4693
100493879,4763
448370,4860
100494646,4864
100494715,4867
496427,4935
549690,4942
100125214,4952
613076,5053
100493552,5095
100487945,5158
493456,5184
100380099,5193
548708,5191
100498261,5256
100493974,5257
100494429,5310
100496099,5317
779793,5351
100127589,5373
100492413,5449
100036711,5456
100380090,5498
733989,5627
100144716,5728
100492020,5745
100487259,5805
549595,5828
496849,5830
496990,5860
100493114,5925
100491776,5961
100124900,6247
100492711,6310
100492371,6329
100495350,6444
100490198,6557
100494755,6559
100101724,6606:6607
100038302,6622
549607,6662
100489265,6710
100492318,6770
496442,24
496768,6948
100487465,7051
100488900,7054
c(100485229, 100497748),7056
496889,7137
549164,7172
100380126,7248
100492843,7253
100125183,7276
496817,7372
496978,7389
100497499,7498
100498048,338
448747,642
394703,788
100496505,846
100488898,1121
100124868,1200
493493,2068
100151709,2132
448443,2582
c(548463, 100495195),2760
779615,2820
100124863,2978
613082,3295
780275,3459
100490897,3872
403097,5048
100492928,4598
619367,4688
100485853,4758
100494244,4854
493307,5019
100496933,5122
100489913,5145
100145182,5339
448598,5445
549935,5664
100145555,5896
100487141,6555
549006,6647
549287,6794
100145725,6821
100492541,3172
733490,6928
100492432,7010
100498289,580
395054,7291
100487043,190
448227,213
595079,272
100491726,275
493317,353
100380046,546
100038191,551
100493744,1415
100493769,2161
548514,2147
100038060,2243
100038189,2266
100495812,2488
100498061,2668
100145770,3074
100492679,3767
733485,7436
100491330,4158
780198,4359
448273,5009
613054,5096
613099,5354
548373,5378
394670,6295
100495957,6439
100487433,6609
100144688,6927
431679,7157
100036738,7173
100170546,7249
100496349,7252
549230,7306
549121,7428
100492314,7450
100189547,8200
394454,3040:3039
448034,731
100144707,3568
100491081,3570
100335053,3586
100487038,3553
548462,2638
100485186,730
100488534,6890
100134991,7124
100135001,4049
619366,3484
100101720,3485
100495840,3082
100486016,4846
100038157,733
394545,960
100134992,3481
100495728,3263
100486334,3479
100127763,624
100488719,4052
100329183,3588
100498552,3454
595084,4689
c(101731775, 100495489, 101735096),3684
100485267,596
448200,6648
100145793,2936
548363,7448
100124789,356
100496319,3598
780065,178
100498512,6402
100498430,7040
100158654,18
100490673,43
c(101734629, 100496142, 100496301),140
100495969,146
100485811,151
733486,191
100036609,240
448333,301
395044,476
100488869,552
448743,644
100124834,645
100144961,706
100036724,781
496444,786
100497815,885
100216101,915
100101735,916
100488153,1081
100498049,1136
100135106,1137
100493611,1139
100101688,1141
613081,1384
c(100485597, 100485454),1392
100498116,1441
100492247,1621
594934,1633
496742,1644
100497874,1733
100036737,1734
100494034,2056
100217324,2246
100490334,2554
100124708,2562
100496528,2571
496927,2618
548719,2621
100144666,2677
100489006,2903
100490580,2904
100496638,2905
100496465,2906
100495945,2911
100492610,2913
100497088,2918
c(101730710, 549395, 100490385),2950
100379900,2983
394964,2987
100495566,3269
100495915,3351
100493899,3362
496491,3482
100491546,3554
100037861,3694
733847,4254
549222,1728
779985,4852
100495974,4883
100494051,4886
100498351,4887
548966,5162
100145529,5319
594962,5327
100170598,5345
100498183,5430
100380205,5431
496777,5443
100486781,5447
549817,5479
100494684,5480
407927,5557
548762,5558
100101709,5617
100491566,5618
550099,5638
448457,5639
100494338,5729
100493226,5732
c(101731528, 100158591),5737
100493073,5742
100145083,6122
100327250,6124
496439,6141
549795,6152
448690,6156
549468,6158
448673,6173
394724,6188
549746,6193
496563,6217
497003,6228
100127556,6232
100145720,6240
101734970,6324
395013,6337
100498622,6462
100486589,6530
100493853,6532
c(100037904, 100486511),6750
100485629,6751
100486525,6870
100145351,6915
100144930,7132
100038293,7153
779964,7283
780313,7298
448557,7535
100216127,7915
780273,8654
734090,8985
100124854,14
100490104,23
493390,47
c(733551, 100495104, 101732614, 100495399, 101732810, 100497408, 100490933, 101733125, 100487784, 101732288, 100487305, 100495244, 100497024, 100496858),49
496933,50
448641,93
733451,102
100127741,113
100126441,115
100125031,116
780260,117
100145046,10227
394560,123
100135021,133
100135190,141
394644,159
100487826,165
733921,166
549837,267
c(448765, 101734499),318
100485825,320
448041,329
594971,331
780142,384
100499209,394
448131,396
100422809,406
496773,419
549131,501
100170603,537
100125783,571
100487862,631
493207,639
548717,650
100497890,651
100494339,659
780363,662
100134994,687
100125106,701
407965,813
548480,858
549010,902
100270675,958
779925,996
100489734,1021
100144705,1031
394817,1045
448359,1102
100038224,1111
549654,1147
549982,1153
100038107,1155
100496474,1185
448566,53405
100491396,9079
496644,1207
100494840,1261
548513,1264
493232,1316
101730225,1362
c(448229, 549417),1365
550020,1369
100038265,1389
100158534,1434
407896,1477
394769,1479
493289,1487
100101665,1500
100496370,1519
100127597,1522
496497,1525
100485591,1601
549694,1603
100124931,1606
394926,1615
100494503,1628
550015,1652
733723,1660
100216120,1665
394844,1717
594963,1723
100038242,1735
100145077,1736
100170164,1740
100492041,1767
496759,58511
101730410,1796
100487779,1798
100216186,1801
100135719,1802
448585,1819
548863,1846
100493388,1852
448218,1891
780355,1901
100124893,1902
100144647,1943
100127666,1949
100489102,1951
100495786,1952
550040,1967
100216276,2012
594949,2013
496526,2014
734023,2033
448117,2034
733987,2069
394705,2091
394460,2100
493327,2135
493398,2137
100144636,2168
100487630,2172
100488325,2196
734087,2294
100101712,2295
496834,2302
448021,2487
100135080,2550
100145208,2583
100127615,2622
394568,2628
733910,2631
c(496963, 100485559),2637
100493477,2646
779698,2647
100127717,2675
780264,2729
100493339,2822
100485636,2833
549031,2959
496493,2966
100145792,2967
100170638,2972
100491673,3036
100495420,3062
100485696,3083
100101795,3191
780278,3315
100036654,3321
100170604,3396
448114,3400
100498651,3487
448140,3491
101732940,3595
101732462,3597
100489585,3604
100496539,3617
394752,3646
493227,3656
c(100493780, 100493014, 101734275),3661
448447,5080
100492308,16
448259,36
779653,53
100125042,119
100490557,142
613065,196
496731,197
448011,204
780210,214
613083,241
394971,259
549897,262
100491792,313
100491896,327
394929,328
549732,372
100490191,373
100145251,374
448503,382
394753,402
100144695,405
100494437,467
448005,468
549796,522
407968,506
394723,515
779628,526
394779,528
394728,529
733460,539
548406,549
100492219,575
100498218,576
100486275,577
100125186,9275
100125215,611
100491419,629
780007,633
496651,635
100496460,640
100495113,643
100127176,654
100491653,7006
550100,661
100488712,680
100497610,685
100144947,696
c(100498646, 100485749),715
613055,716
100496513,794
100491101,799
549354,819
448161,821
448035,824
548915,826
496832,833
548467,857
100485449,861
448045,595
496496,899
407866,908
100487379,914
779603,947
496666,952
549971,978
100216295,989
733851,993
100124300,995
100488458,1003
548575,1009
549973,1022
394737,1036
100038238,1053
549197,1054
549339,1058
407938,1075
448332,1191
100135140,1208
394591,1211
100485139,1236
100498271,1269
100486079,1284
100490352,1291
100145523,1292
100145133,1297
100497018,1307
779702,1349
100125119,790
100490391,1374
448629,1382
100489647,1393
100490017,1404
100125109,1413
550022,1414
100125176,1428
548598,1490
394634,1491
100493479,1495
549712,1499
549717,1629
549915,1638
100485735,1642
548905,1647
394501,1725
100127657,143098
448316,1743
594987,1805
100495580,1829
733814,1849
100038079,1874
100151699,1875
100494302,1876
100145512,1890
100144700,1906
100489981,1907
779728,1909
448658,1933
549176,1946
100127663,1950
100487839,1961
100216115,1962
100491321,2005
c(100490939, 101730985, 101730714, 101731041),2015
548579,2039
100135224,2067
394759,2109
100124315,2125
100496893,2128
100038206,2140
100493325,2149
100489511,2152
100494368,2201
c(548521, 100491028, 100495637, 548455),2219
548584,2224
550087,2247
100217325,2249
100217327,2254
549377,2287
493378,2308
100491938,2331
448049,2332
595087,2335
100144648,2339
550012,2342
447974,2526
780179,2531
100485031,2549
100126064,2551
779658,2596
493218,2617
780149,2619
100497467,2623
448391,2625
549703,2626
780366,2701
549290,2730
101734463,2740
100496529,2769
733773,2776
100135105,2799
407943,2805
549687,2806
493492,2885
594884,2896
100497490,2901
100124929,2962
100489509,2979
100489846,3035
493287,3064
100491039,3096
734125,3119
100145212,3157
779756,3164
100493290,3211
548725,3213
100038085,3236
779829,3242
394863,3308
100124945,3329
100496217,3394
394480,3398
549025,3399
100497063,3508
100216065,3556
100489642,3572
101734167,3605
613114,3623
100038114,3624
100144649,3628
100216202,48
448320,3659
493376,3660
100492714,3673
100494771,3680
734132,3698
100487172,3700
100486229,3706
100497340,3707
100493341,3708
496848,3712
100497180,3714
100038172,3716
100493911,3725
395011,3728
496997,3741
100492986,3742
100380084,3760
100125201,3763
779765,3766
100486399,3772
496985,3775
100491898,3778
101732300,3783
100216264,3837
493517,3838
734045,3843
394514,3880
100491736,3886
100493499,3899
101731673,3902
100495516,3912
100485566,3913
100036631,3915
724071,3953
100485281,3977
549735,3981
780362,3984
780067,4015
100216062,4017
100485788,4035
100494496,4037
100491803,4041
100489328,4040
496868,4046
100487232,4068
496567,4072
c(779675, 101730541),4084
100125170,4085
100036635,7975
100494147,4099
100036612,4124
780043,4133
c(100494761, 100492282, 100492615, 100492446),4142
595001,4146
101731756,4148
493570,4149
549346,4155
100496792,4157
734092,4172
394671,4192
394853,4193
100216294,4194
493209,6520
448261,4232
394596,4237
496815,4245
448439,4247
100145551,4249
c(100127860, 101731146),4258
100127631,4327
549892,4331
549932,4350
100379729,4351
493514,4354
100486354,4437
100495525,4438
100145669,4478
100488058,4294
100496572,4486
394692,4487
394987,4488
496996,4507
448146,4521
100496951,4528
100490143,3662
394871,4597
101732122,4599
100487880,4604
100126220,4605
549591,4615
549914,4618
549479,4656
100493563,4659
548552,4682
733826,4683
448484,4686
550108,4700
549244,4712
100125122,4724
448777,4728
448198,4752
100038290,4760
100158549,4784
448550,4791
100488254,4799
100170161,4803
100493992,4804
100493221,4811
100038077,4821
100124325,10457
100494006,4856
101731519,4862
100158577,4884
100124882,4885
100489347,4907
549124,4908
c(733472, 100488928),4913
100489637,4914
549544,4927
100125138,4931
548702,100506658
448028,4953
100380072,4968
100494982,4982
779935,4983
100485618,5023
100489363,5025
100485445,5026
c(100490662, 100490828),5027
100124773,5028
394636,5029
100327238,5045
100492775,5049
448360,5050
594906,5064
100486624,5074
100485587,5100
733907,5105
493302,5111
493519,5118
448581,5129
100496611,5132
100126680,5134
780063,5138
100380081,5142
100496953,5147
c(100124827, 101732382),5148
100498541,5150
100497070,5151
100487523,5159
100145801,5174
394686,5176
779488,5187
733832,5194
548939,5204
548852,5217
407960,5236
394635,5245
100158624,5255
100158632,5277
100495453,5284
100485933,5289
100488503,5324
594931,5341
733483,5355
394977,5356
448741,5423
734063,5424
595029,5427
100488393,5428
394729,5432
549227,5434
549819,5436
100498313,5459
100492628,5493
493392,5495
448394,5510
496486,5520
394540,5531
100124759,5549
394797,5550
100488854,5586
394983,5589
100498202,5596
779785,5598
493420,5604
100134995,5629
550091,5636
100490249,5651
549136,5683
496707,5684
493360,5685
100124849,5686
394718,5687
394589,5689
496467,5690
549257,5691
496603,5692
394756,5694
100486586,5695
445259,5698
733980,5700
394760,5701
448481,5702
394988,5705
407894,5707
548536,5708
100492563,5709
447971,5713
549313,5715
100492225,5717
447992,5719
100124751,10197
101732645,5744
100101785,5764
549875,5770
100192375,5787
100493434,5788
100488629,5793
100495746,5799
100125100,5801
100486372,5816
100488406,5818
100489671,5825
550060,5832
496753,5833
100491051,5837
100101786,5865
549147,5888
448189,5892
100124947,5906
100158540,5918
100135092,5921
100486502,5924
100216140,5933
100216164,5947
733807,5955
100302393,5957
496830,5959
779815,4771
100127793,5973
100135270,5976
733476,5981
100493161,5983
100491798,5989
496714,5996
595010,5997
101731678,6002
100170622,6004
100486335,6011
407872,6045
100124876,246243
448085,6059
100124716,6091
101733913,6098
548449,6117
448724,6182
395031,6184
496959,6185
100038225,6239
100487877,6256
100036618,6299
100101659,6304
100490147,6311
100486750,6335
549917,6383
100144957,6390
496650,6391
100485005,6403
100038100,6422
100492736,6424
448129,6425
100038236,6440
100135366,6441
101733396,6451
733480,6453
100491268,6480
100036624,6491
100380144,6524
100127682,6529
100494063,6533
394921,10568
100036682,6585
780195,6586
734002,6595
448543,6598
100101794,6601
780103,6617
101731544,6618
394467,6620
548856,6623
100486145,6627
780141,6640
100492702,6643
100145286,6646
100127868,6649
100490681,6653
733893,6659
549560,6668
100494434,6671
496559,6675
100125218,6688
100036647,6709
100491400,6713
496535,6728
394574,6729
100271764,6734
407847,6741
549666,6745
448030,6746
101731598,6769
100485184,6778
100497934,6781
780225,6787
100216217,6801
493353,6811
779976,6812
100170547,6829
100495688,6832
549543,6834
101734306,6847
100486846,6850
100144928,6855
493501,6862
779508,6863
100492947,6868
594967,6876
100196924,6886
100488899,6892
100490593,6903
549093,6908
100124777,6925
100101779,6929
c(100216244, 101734739),6936
493217,4780
100126209,6943
448432,6996
100038139,6997
100158507,7003
549854,7009
395064,7020
100170172,339488
496506,7022
