GENEID_4896,GENEID_9606
2540616,38
2539985,158
2542373,210
2542028,212
c(2541313, 2543377),383
c(2539950, 2539980),435
2540525,538
2540861,1161
2541934,1371
2543269,1738
2542174,2071
2542075,2108
2539199,2235
2539345,2271
2541407,2592
2542406,2643
2542828,2731
2539625,2821
2542896,2937
2539215,2956
3361383,3145
2541849,3978
2539949,4292
2540695,4436
2542435,4860
2540626,4942
3361409,5193
2541674,5373
2541631,5498
2539032,7389
2542203,2068
2540938,2582
2542818,4598
2542128,6647
2543195,275
2542022,353
2543593,5009
2542886,6648
2540156,2936
2542494,18
2541218,191
2541034,2618
2539674,2987
2540273,5162
2540292,5430
2541446,5431
2541038,5447
2541395,5479
2543323,5557
2539933,5558
c(2543309, 2542265),6122
c(2541344, 2539780),6124
c(2539678, 3361377),6141
c(2541570, 2538849),6152
c(2542848, 2542661),6156
2542782,6158
2542789,6173
2539797,6188
c(2542939, 2541712),6193
c(3361259, 2542561),6204
c(2543559, 2540812),6217
c(2542012, 2541369),6228
2539969,6232
2541695,6240
2540223,7283
2542801,7298
2543267,7915
2542715,14
2539879,47
2541450,50
2543214,396
2539087,1111
2542814,1155
2540419,1434
2541600,1479
2539278,1615
2540057,1665
2542781,1723
2542481,1736
2539795,1798
2540295,1801
2539788,1802
2540303,1819
2539154,1967
2540479,2091
2541881,2729
2542339,2959
2539194,2966
2540343,2967
2540071,2972
2541089,3646
2542031,16
2542704,204
2541338,262
2539937,382
2541769,402
2541927,506
2543408,526
2543469,528
2543000,529
2539241,539
2542721,833
2541128,908
2541551,978
2543516,989
2540471,1022
2541544,790
2541644,1428
2539832,1725
2541170,1743
2539275,1933
2540887,2067
2542385,2109
2542898,2224
2543143,2339
2543181,2617
2543020,2805
2541186,2806
2540472,3035
2543141,3157
3361514,3308
2543131,3329
2539412,3508
2542496,3837
2539387,3843
2539042,3981
2540589,4085
2538838,4172
2540684,4331
2540428,4351
2543392,4437
2542316,4507
2541430,4597
2543416,4682
2538928,4799
2543510,4913
2539968,4931
2542855,4953
2539997,5058
2540020,5111
2540664,5204
2540254,5236
2542354,5245
2540986,5277
2543444,5289
3361260,5356
2540255,5424
2539099,5428
2538816,5432
2541910,5434
2542097,5436
2543597,5510
2540680,5531
2539920,5598
2542137,5604
2542559,5682
2539026,5683
2539378,5684
3361518,5685
2543205,5686
2541139,5687
2540175,143471
2542062,5689
2543122,5690
2539401,5691
2540875,5692
2540878,5694
2541805,5695
2540939,5700
2539862,5701
3361462,5702
2540487,5705
2540191,5707
2541268,5708
2540109,5709
2538912,5713
2543070,5715
2541807,5717
c(2543347, 2542907),5718
2543114,5719
2542775,5833
2543580,5888
2542327,5976
2540426,5981
2540215,5983
2539753,6059
2541158,6117
2539530,6182
2542842,6390
c(2538881, 2542638),6595
2541438,6604
2539730,6627
2540183,6675
2541106,6713
2539290,6729
2540909,6734
2541263,6811
2541916,6829
2541582,6908
2540113,3930
2540032,7150
2543179,7174
2540210,7284
2540083,7322
2539995,7326
2543378,7411
3361487,7514
c(2541131, 2539385),7874
2542266,8318
2540707,8449
2542393,8454
2539741,8480
2541017,8518
2542502,8520
2539269,8565
2543440,8576
2539938,8661
2542090,8662
2543621,8663
2543412,8664
2540868,8665
2540819,8666
2543537,8668
2543436,8675
3361548,8678
2541192,8721
2542427,401548
2543488,8775
2539168,8803
2543121,8813
2541592,8881
2542778,8882
2542017,8893
2540434,8896
2542885,8905
2542857,8943
2542099,9039
2539416,9040
2540105,271
2539569,471
2541526,498
2541999,533
2539887,705
2543228,56267
2541527,1173
2541086,1175
2543455,1965
2541049,2232
2543164,2237
2543662,4733
2543351,5576
2541690,6389
2542651,6470
2540884,6634
2541841,7453
2540982,9296
2540711,9343
2541208,9373
2543490,9487
2541300,9512
2539231,9615
2542779,22
2543663,617
2541412,1314
c(2542827, 5802969),1353
2541216,1656
2540766,1787
2541985,2110
2542415,1803
2543647,2193
2541110,2222
2540952,10003
2538859,2958
2540174,3422
2540620,4171
2543074,5188
2543284,5876
2539826,6341
2540865,6626
2542480,6633
2541714,7247
2540763,7879
2542880,8697
2539667,9070
2542384,9114
2541477,9128
2541686,9129
2541476,9136
2538747,9147
2541856,9184
2542148,2107
2540573,9197
2540050,9276
2541028,9352
2541875,9361
2539984,9410
2538728,9416
2542078,1213
2539663,9533
2540308,9554
2540710,9632
2543390,832
2539366,1020
2542978,1659
2540720,2475
2542436,3416
2542663,4809
2539106,5393
2540978,5859
2541776,5929
2542754,9986
2541819,9097
2539839,509
2542310,535
2538760,2072
2541462,3052
2540277,3093
2541815,3309
2539574,4234
2542094,9125
2543010,9126
2543484,9277
2539272,10026
2539817,10051
2541306,8907
2539967,10054
2543606,10055
2541260,3419
2539746,3735
2542757,4361
2541127,4817
2541974,10056
2541767,10093
2540144,10094
5802965,10097
2542287,10109
2543648,10153
2540908,10157
2542936,10171
2542768,10195
2543040,10213
2541206,10237
2542114,1176
2543456,10269
2541437,10291
2540173,10296
2540630,4176
2541640,4285
2542993,4524
2540567,7203
2540075,7386
2541870,8872
2541239,51761
2543298,10399
2540129,4738
2542410,4905
2541817,5036
2539218,5300
2540627,5426
2541470,5438
2541004,5536
2539109,5563
2540197,7407
2540557,8243
2542139,10436
2543163,10245
2539636,10469
2542347,10480
2538699,10484
2539463,10527
2541087,10528
2540790,10533
2541542,10535
2540002,10552
2540820,10558
2542107,10565
2540572,10574
2540053,10575
2542212,10576
2541319,10592
2543413,10594
2539337,10607
2538992,10621
2539539,5704
2542163,6301
2542278,8089
2540578,10539
2541840,10641
2539873,10652
2538914,10667
2540305,10694
2540736,10726
2541077,10856
2539736,2739
2543485,4123
2542477,4174
2538977,6888
2542333,8315
2540971,10885
2539474,10963
2541782,10972
2539673,10973
2539692,10988
2541234,11019
1669523,4519
1669524,4512
1669525,4513
2541894,3420
c(3361266, 2542109),6309
2539353,6877
2542125,7922
2541786,11056
2539190,11065
2540544,11103
2541094,11128
2539789,11137
2542106,11144
2542744,7415
2541355,11198
2543658,11212
2541147,11267
2539975,55308
2542032,11284
2541485,11311
2540123,11321
2538888,11331
2541944,84549
2543657,29954
2540028,222068
2541245,3376
2541162,161
2541221,91869
2540679,27301
2541402,23590
2542588,55650
2542011,5464
2542046,3842
2541434,29789
2542100,51102
2542998,55163
2541185,24148
2543625,24140
2541937,56052
2541356,11164
2539821,55666
2539661,5091
2543277,23193
2540830,56996
2538936,9879
2539410,51020
2539833,6399
2542340,28989
2540403,9054
2541243,9489
2541774,11079
2541160,55909
2542152,80157
2539822,64080
2543664,93210
2542685,114049
2542653,55258
2541824,55364
2539380,54475
2539960,283871
2539181,55738
2543253,92675
2542369,55651
2541151,728294
2538752,102157402
2543361,54977
2543553,6137
2542196,7329
2541779,55720
2538743,29925
2541868,55687
2543197,79039
c(2540455, 2541502),2819
2541602,9775
2540394,26275
2541521,51728
2540604,55621
2542476,29104
2539096,23256
2538759,79877
2539691,6950
2539798,1315
2543385,414328
2540465,64795
2543249,10352
2542610,56342
2542197,22980
2540218,51077
2540548,57038
2541168,51362
2542523,23413
2539004,80198
2542982,23463
2540753,56949
2540111,10531
2540974,80255
2540014,126003
2538774,51510
2540093,246269
2539581,51382
2542381,57130
2541142,26061
2539611,84912
2540396,28985
2541226,54995
2542952,63929
2540642,25973
2539863,79711
2539413,10412
2541375,145553
2541839,1355
2543308,60314
2543676,23020
2542408,2058
2540415,25821
2539063,60491
2540221,80349
2542235,10985
2542548,84057
2542204,54464
2541426,54432
2541478,54516
2541449,55341
2541684,9924
2539854,85365
2539082,80324
2540634,50814
2539571,54974
2539116,84896
2541745,83451
2540999,83939
2540045,26121
2540155,60386
2540659,23481
2540611,25949
2538997,79954
2541577,92935
2543451,54512
2538986,55250
2543245,84920
2538922,25796
2539672,51004
2541312,55972
2541953,112858
2539941,57703
2539516,6836
2541567,54938
2540713,23203
2540387,8659
2543571,51202
2541813,23404
3361429,57570
2539475,55191
2541371,51400
2541589,160760
2542147,26019
2542193,5414
2541739,27304
2543605,23549
2542897,51647
2542514,55272
2540148,1763
2542319,51068
2542349,5524
2540370,81034
2538900,27042
2539367,79717
2541223,399818
2539526,51700
2541441,55821
2539462,55737
2542192,115708
2541108,84340
2541639,23517
2539634,134637
2542930,55275
2543654,51072
2540126,93183
2540154,8562
2542010,51074
2538707,1841
2542868,22948
2541908,5984
2539034,3704
2541465,83475
2540995,10400
2540828,84313
2540393,22908
2541199,23556
2539500,55739
2540510,171568
2542458,112970
2542134,51118
2539883,27247
2539913,51154
2543521,27243
2540159,10059
2540518,64794
2540482,25972
2540141,55644
2543570,27095
2542457,60528
2543500,84154
2542874,60625
2541673,7511
2540796,25879
2543459,51119
2539853,25996
2539776,85476
2539564,64431
2540328,51340
2539471,51611
2541285,23456
2542605,57017
2540716,6396
2543397,51184
2540928,23173
2539608,57143
2541201,9918
2538776,54606
2542258,51692
2542529,60558
2543035,8892
2538893,6175
2542673,56954
2543476,23395
2540489,55697
2541573,56931
2538996,11062
2539299,134430
3361539,128869
2539510,84274
2540867,54529
2540311,51290
2543278,23450
2541816,51006
2538855,7374
2541252,7327
2541951,84705
2540235,83943
2540888,23246
2542795,9948
2540858,84135
2539693,83743
2542060,7779
2538920,55276
2541619,23451
2541668,8886
2541102,55278
3361401,9896
2540264,84945
2541493,5985
2543452,29101
2542331,79796
2539957,55781
2541549,65003
2540605,81889
2538964,51690
2542520,55226
2541383,1655
2543629,5422
2540132,138199
2538797,1737
2541031,79913
2538917,4048
2542630,55695
2540645,64223
2542695,115286
2539371,53918
2539606,55871
2543614,6183
2542777,29889
2541837,51010
2543518,84219
2541897,9978
2542398,54482
2540011,60487
2542790,5982
2543319,93587
2540082,80018
2541050,445
2543394,124454
2540509,51501
2540398,22894
2540993,29929
2542674,22803
2542143,79053
3361396,7991
2542821,22934
2542285,22800
2542923,83732
2541024,10229
2541679,56902
2539940,129642
2542269,29968
2542666,26155
2543393,55703
2543171,89874
2541513,23479
2541039,80273
2540103,2356
2540668,54517
2543622,8891
2542899,54707
2543065,54802
2540484,79031
2541814,51602
2540873,25885
2540247,27292
2541053,29880
2540390,9790
2539172,55253
2542670,51520
2539790,2968
2538918,55157
2539529,51067
2541126,23560
2541614,55140
2539262,5279
2541533,64601
2539323,55699
2541280,84172
2539126,3692
2542966,27158
2539369,10907
2541843,84844
2541303,9904
2542487,10423
2540540,84245
2539279,51126
2540190,201595
2540904,5538
2539133,6878
2540764,197131
2542122,10101
2541298,5000
2538981,25824
2539806,10598
2542727,4595
2541798,25788
2543628,23541
c(2541943, 2541728),27102
2542769,4289
2539751,29926
2539877,30968
2539206,10110
2540006,9785
2539654,90701
2541969,23759
2539488,27044
2543473,27294
2539260,23197
2539872,9694
2542992,23234
2540905,23277
2539557,23398
3361436,5238
2540260,26151
2542167,51035
2539351,51013
2539522,22818
2543019,51645
2540981,51028
2539169,51660
2542277,51163
2542824,51343
2541002,51260
2538771,51805
2543542,55617
c(2541917, 2542264),54888
2542918,54978
2543465,55186
2542551,54662
2540845,55233
2539648,55748
2543549,55759
2539952,55768
2540268,55299
2542528,55795
2540321,339175
2540108,55486
2542401,54557
2541923,9141
2540980,11047
2541413,56886
2542096,56897
2541314,57095
2540326,58472
2541642,118424
2542133,81890
2542411,11179
2543563,93973
2539880,65082
2541578,83480
2540411,56997
3361134,10058
2541657,c(548593, 79008)
2539293,79631
2541830,80017
2538947,57602
2540550,6897
2543079,80232
2543174,6120
2541032,131965
2541915,115209
2539942,85313
2540598,57696
2540189,11340
2540412,118460
2542717,221302
2542168,283987
2541572,83707
2543491,84240
2542579,84267
2540453,84950
2542649,55432
2540864,10713
2538930,23405
2543583,988
2539053,57617
2541380,2585
c(2540681, 2543130),284129
2540640,132001
3361554,150209
2542510,57589
2541968,200205
2540237,8812
2543575,286451
2540697,79591
2542199,94097
2543544,144715
2543256,255738
2540701,9836
2540332,780776
2540381,6241
2540521,1964
2540750,1182
2539489,3336
2540758,6456
2542746,8428
2542513,8850
2541571,392
2543301,360
2539214,5928
2539572,7001
2539671,10294
2542598,3417
2543492,3276
2539764,5230
2540142,5902
3361415,9517
2539292,2272
2542177,8034
2542915,374868
2540744,7317
2542799,51082
2540799,728642
2539928,23633
2542576,54760
2538738,63826
2540597,55324
2540892,55633
3361544,55204
2541699,4632
2538749,79572
2538772,80777
2541019,123099
2541248,10196
2539996,30849
2542512,139596
c(3361178, 2540074),1312
2538999,3156
2543344,31
2540515,5073
2542172,7268
2542541,5481
2543386,11222
2539308,11224
2542928,439
2539801,27000
2543305,26751
2541475,25874
2541267,55164
2541652,1432
2541448,28987
5802714,4357
2539633,9044
2540385,57380
2543483,51218
2539547,51426
c(2541191, 5802952, 2540366),6132
2540483,29928
2541340,28960
2543660,9899
2538942,51727
3361531,55300
2541149,128637
2543620,79947
2540347,90459
2542872,80325
2539011,222553
2541981,9695
c(2541632, 2539460),55244
2541671,203054
2543406,91647
2541210,8724
2539784,5861
2539501,9093
2542007,7517
2540648,9520
2541070,9524
2543209,8623
2543002,57546
2540066,100
2543645,1201
c(2542098, 5802985, 2543499),2548
2539344,3988
c(2541591, 2539846),6135
2543021,6146
2542882,4047
2539449,6224
c(2543085, 2542538),6231
2543655,6715
2543023,13
2541834,957
2543222,991
2539090,2547
2541727,2664
2540185,513
2541752,2752
2541107,5001
2543557,5315
2542052,5515
2542891,5528
2540025,5714
2542558,5810
2540481,5887
2538781,6118
c(2539470, 2542370),6138
2539067,6187
c(2542138, 2541445),6233
2539113,6457
2542750,7417
2543227,8607
2543268,8733
2540072,5516
2542219,8766
2543200,2539
2541746,3364
2539377,6804
2542054,9525
2540201,6564
2542540,1797
2539943,4144
2539130,5564
2540198,10465
2540727,10482
2543062,10556
2542843,10640
2540214,10945
2541997,11157
2541311,11260
2541772,11315
c(2543460, 2540135),6161
2540842,27340
2541877,79726
2540269,10105
2540917,6500
2540406,1810
2543388,23160
2539174,6871
2543055,64802
2541235,51204
2539982,1622
2539623,7353
2539088,64121
2542765,84779
2541265,8295
2543026,3313
2542511,54700
2543111,654364
2541230,64318
2538835,1340
2543529,51560
2540970,143187
2541992,10280
2543133,6880
2543304,9868
2539800,79922
2539164,4173
2539919,6723
2539987,79050
2540916,51268
2541605,6830
2541045,7520
2540195,51478
2540514,84916
2542973,26297
2542910,24144
2543522,22949
2538868,22933
2540723,23658
2539916,23534
2542962,27166
2540500,440275
2540520,27257
2538778,4848
2538861,9688
2541628,23047
2541587,23137
2540324,23212
2541859,23339
2542441,25813
2542130,51056
2538767,51608
2541194,51659
2543170,55968
2540652,51205
2543187,51529
2543591,55622
3361316,54987
2540815,55229
2541069,54555
2543369,57515
2543335,58485
2541853,58497
2542505,60481
2541536,64210
2541370,64754
2541176,65083
c(2538830, 2543077),79624
2543461,79154
c(2541749, 3361430),79691
