GENEID_9913,GENEID_9606
505968,34
282130,37
511082,38
338068,90
541308,6442
510949,158
511345,175
510679,210
511791,212
512748,270
281006,350
282488,355
280675,367
513608,383
512771,435
509432,443
541275,538
282150,594
507069,675
281035,710
515440,717
507749,729
513217,732
281663,825
281055,917
282387,959
338070,1134
281688,1145
281072,1130
518857,1161
514597,1180
538145,1188
282188,1278
507133,1294
281088,1311
514194,1356
540283,1371
504502,1376
281102,1471
512805,1476
281111,1535
519357,1643
533910,1738
281124,1806
513753,1908
281750,1910
399681,2010
615844,2022
281754,2038
535293,2052
281144,2057
507984,2071
521892,2108
280687,2153
515768,2169
618375,2175
281762,2176
508724,2184
531987,2206
281158,2235
520260,2271
281172,2492
515729,2519
281174,2523
533428,2581
530855,2584
506997,2592
615745,2632
506310,2639
515433,2642
286815,2643
280805,2690
281193,2697
281194,2705
785371,2737
507688,2731
541160,8001
617668,2815
280808,2821
535077,2934
525059,2937
540526,2956
281810,3030
281811,3032
507496,3081
515614,3145
317658,3155
532970,6910
515531,3257
535442,6448
281839,3383
541272,3423
511050,3425
513197,3426
281862,3561
538927,3651
506995,3691
783681,182
538276,3718
538703,3736
528014,102723475
280832,3815
788382,3859
529939,3914
280836,3952
506155,6445
535372,6443
100124507,3978
535192,3990
280843,4023
281293,4128
280855,4233
508720,4261
533652,4292
533115,4436
280868,4547
767614,4607
535092,4647
281342,4653
533357,4668
789125,4669
520994,5727
511596,4693
c(493724, 790312),4860
286772,4864
505421,4867
613505,4935
505323,4942
535844,4952
510583,5053
614302,5095
281974,5158
615158,5184
506007,5193
533077,5191
515732,5256
511783,5257
504986,5310
281405,5317
c(615045, 507201),5320
281409,5351
510978,5373
282315,5449
539732,5456
515770,5498
282006,5627
540786,5728
280903,5741
507783,5745
506860,5805
512677,5828
514832,5830
618084,5860
534712,5925
280907,5961
281465,6094
616399,6310
517426,6329
517059,6444
407161,6557
404171,6559
281492,6606:6607
282857,6622
100336535,6662
527711,6710
281507,6770
281584,24
281518,6948
407997,7051
280707,7054
281529,7056
511094,7137
511644,7172
533440,7248
281553,7253
280948,7276
281568,7372
504914,7389
280960,7498
784775,326
504483,642
518758,788
281038,846
513497,1026
519552,1121
515575,1200
528530,1439
100125238,2068
281151,2132
523154,2582
504524,2760
281798,2798
504948,2820
282243,2978
493643,3295
508619,3459
281861,3559
529060,3792
281889,3872
281905,4053
282513,5048
505792,4598
281346,4688
505554,4758
789485,4854
535804,5019
281967,5122
281973,5145
786966,5339
281417,5445
282010,5664
506302,5896
539884,5993
525823,6555
281495,6647
509837,6821
509200,3172
503581,6928
280939,7010
538672,7066
530961,580
281949,190
280717,213
519803,272
280719,275
519017,353
514473,546
280728,551
617435,713
287011,1415
280789,2161
280685,2147
280792,2266
281171,2488
386587,2668
c(618571, 786974),3074
532060,3767
282123,7436
281299,4158
539462,4359
280887,5009
515902,5096
281410,5354
529491,5378
540760,5994
280922,6295
507398,6439
505097,6609
503578,6927
281542,7157
525013,7173
504985,7249
281552,7252
282105,7306
540957,7428
280958,7450
280756,1406
539559,8200
c(512439, 100140149),3040:3039
527391,731
615848,3568
507359,3570
282227,2209
281766,2214:2215
281246,3586
518609,1604
281250,3552
281251,3553
530076,2638
281248,3600
507339,730
280824,3565
613392,3578
281048,929
524959,6890
280943,7124
280845,4049
282259,3484
282260,3485
282261,3486
282879,3082
287024,4846
281057,960
281240,3481
534509,3263
407098,920
281239,3479
538896,624
509801,974
510559,4052
767864,3588
282257,3454
507859,4689
407124,3684
281020,596
281496,6648
506406,2936
507525,7448
407111,356
616008,3598
517397,178
539002,729230
281485,6402
282089,7040
280969,18
540446,43
780806,140
539543,146
516422,151
508158,191
407169,239
404074,240
327662,301
282144,476
538439,552
282149,593
532119,623
504596,644
281650,645
281033,706
408013,776
282608,781
781184,786
617510,885
281053,915
281054,916
280749,1081
282702,1136
537251,1137
282178,1139
282179,1140
517519,1141
512902,1384
281095,1437
511511,1441
280758,1621
530642,1633
280762,1644
782446,1733
494548,1734
537043,1814
280784,2056
281160,2246
507672,2350
280800,2520
780973,2554
282238,2557
529593,2562
517552,2571
281183,2618
504526,2621
281190,2677
281782,2692
768325,2796
537804,2904
535158,2905
618181,2906
540485,2911
541056,2913
538360,2918
615507,2947
281806,2950
282433,2983
281217,2987
281231,3269
317707,3351
617674,3359
512167,3362
c(616254, 100140873),3384
281849,3482
515640,3554
280825,3567
280827,3574
281856,3592
282644,3694
281885,4254
282660,4256
519632,1728
508566,4835
504216,4852
281358,4883
504813,4886
281943,4887
536636,5139
533323,5140
613610,5162
100848466,5241
282457,5319
614911,5322
281407,5327
282522,5345
282312,5430
538184,5431
281416,5443
532512,5447
281419,5479
535494,5480
506240,5557
514682,5558
280901,5617
281422,5618
785916,5638
511235,5639
515331,5729
286858,5730
507437,5731
282329,5732
282020,5737
282022,5742
282688,6122
510547,6124
509163,6141
282048,6152
513031,6156
618702,6158
508165,6173
326588,6188
506229,6193
540965,6204
506297,6217
540129,6228
615638,6232
505537,6240
618204,6324
282348,6337
404182,6462
282363,6530
282365,6532
280932,6750
540013,6751
404136,6870
538783,6915
282527,7132
338033,7133
787696,7153
541101,7283
507631,7298
c(534578, 282118),7412
504509,7535
532724,7915
281972,8654
514996,8985
767919,14
281589,23
511135,47
280711,49
280976,50
282131,93
282132,102
281603,113
525482,115
615187,116
319095,117
507194,10227
280981,123
280713,133
525738,141
522529,159
317693,165
505375,166
508264,173
280986,177
504803,242
286820,247
507541,267
768044,318
515571,320
505096,322
514386,330
539314,329
281647,331
518752,384
788978,394
338054,396
530705,406
407147,419
531519,433
507477,501
327687,537
508800,563
531350,571
514090,578
784268,608
281644,631
510373,637
538384,639
615037,650
539527,651
407127,659
614520,662
539139,687
537027,701
539218,813
493642,858
615512,902
407194,904
614780,943
574056,944
286849,958
504960,968
522074,970
540660,996
511754,1021
505691,1031
618679,1045
513632,1102
513678,1111
281070,1113
281073,1147
507120,1153
530447,1155
507643,1179
520210,1185
281696,53405
617976,9079
613968,1207
512583,1238
281702,1258
281701,1261
534583,1264
505884,1316
781658,1325
414921,1364
404153,1365
536753,1369
537195,1389
518622,1434
503685,1474
507051,1477
508491,1479
513131,1487
514803,1489
515187,1500
616804,1519
404187,1522
281733,1525
509221,1601
614538,1603
506348,1606
518523,1608
510162,1615
504336,1616
530116,1618
503577,1628
615999,1652
281115,1660
512327,1665
514745,1717
533873,1723
494549,1735
525619,1736
100137840,1742
100298754,1767
525414,1769
525117,58511
537748,1778
514962,1796
537812,1798
534099,1801
768224,1802
507472,1819
533916,1842
540380,1846
614306,1852
281133,1889
507431,1891
281135,1901
281136,1902
614453,1943
617714,1949
523793,1951
538194,1952
516670,1967
786490,2012
507667,2013
535273,2014
282711,2034
100295476,2069
538548,2091
281146,2100
540527,2135
783970,2137
327700,2168
514650,2172
523046,2196
524813,2294
529218,2295
505891,2302
281165,2316
281170,2487
281599,2515
513785,2550
520159,2583
504318,2622
414732,2628
767938,2631
507344,2637
100140421,2646
615149,2647
514036,2675
540009,2676
512468,2729
287025,2822
497018,2833
525988,2880
513231,2959
511829,2966
511896,2967
618161,2972
281222,3060
529603,3062
100139648,3083
281814,3091
504520,3191
516099,3315
530939,3321
515465,3396
527528,3433
509678,3437
282262,3487
616368,3490
508941,3491
513478,3587
282452,3595
407110,3597
520341,3604
281249,3606
281866,3617
615107,3627
783833,3636
534165,3646
515034,3656
516979,3661
286857,5080
510933,16
504301,36
535407,53
529863,56
518896,119
286764,142
282682,156
280714,196
280988,197
280989,199
280716,204
281614,214
613869,241
280996,259
280997,262
768208,313
514666,327
281630,328
505394,336
516043,339
618041,346
613972,347
540421,369
533078,372
537285,373
538751,374
538936,379
100294979,382
511349,402
281010,405
509121,432
404192,434
515266,467
509107,468
282690,522
327675,506
282701,515
338082,526
338089,528
287017,529
281640,539
786798,570
524070,575
506672,576
100337167,577
615062,9275
282294,611
514076,629
280733,633
497025,635
532587,640
497021,643
617566,654
504733,7006
508049,661
539011,680
280737,685
282157,696
767827,716
513947,794
613317,799
615658,819
407129,821
281662,824
281664,826
515715,833
281040,857
529631,861
524530,595
505200,899
521540,908
c(788175, 516046, 782367, 512286),912
497022,914
517359,930
281051,947
282661,961
508386,962
783725,971
616377,978
408000,989
520188,993
507731,995
414735,1003
785475,1009
515462,1022
514462,1036
511830,1044
534346,1053
617530,1054
c(613898, 782601),1058
450214,1060
352958,1075
281071,1114
280750,1191
525923,1208
281078,1211
510668,1236
539769,1269
508632,1284
511422,1291
100139730,1306
507010,1307
518976,1317
100300550,1349
504261,790
506812,1374
493998,1382
540087,1393
281717,1404
282204,1413
282205,1414
505167,1428
281099,1447
281103,1490
539159,1491
526848,1495
539003,1499
280759,1629
280761,1638
511951,1642
505463,1647
444988,1725
512659,143098
506888,1743
504963,1805
513125,1822
281129,1825
281131,1828
508151,1829
522921,1839
785016,1849
525428,1874
539427,1875
514085,1876
281137,1906
319094,1907
281749,1909
520875,1933
616742,1946
530315,1950
407155,1961
518852,1962
286819,1974
506307,56648
540309,2005
508459,2015
512981,2039
615637,2067
617210,2109
533129,2118
510502,2125
540239,2128
514364,2140
526585,2149
280686,2152
511483,2165
511854,2199
540017,2201
506783,2205
407106,2208
497016,2219
281156,2224
281161,2247
618474,2249
613731,2254
515069,2287
506618,2308
281168,2331
507482,2332
281169,2339
327686,2342
282854,2526
505558,2531
540085,2549
510204,2551
281777,2596
408010,2617
540336,2619
516066,2623
505169,2625
327716,2626
281189,2670
538913,2701
525659,2730
517420,2740
532029,2769
536654,2776
512444,2799
281206,2805
286886,2806
535298,2885
767942,2896
505702,2962
286851,2979
510937,3035
615059,3064
529115,3096
525727,3111
282493,3112
c(790858, 282495, 539241),3119
407767,3157
510243,3163
528390,3164
528429,3211
618214,3213
540251,3236
516058,3242
536558,3308
511913,3329
614909,3394
497011,3397
505025,3398
538690,3399
404186,3489
618606,3508
539334,3556
522155,3572
521554,3575
281857,3593
281247,3596
615030,3601
282863,3605
281254,3623
281867,3624
530430,3625
281869,3628
512995,48
789216,3659
337916,3660
614040,3670
281872,3673
532127,3680
281874,3683
508356,3697
512164,3698
508355,3699
513700,3700
615813,3706
540877,3707
317697,3708
281879,3710
510440,3712
517405,3714
537201,3716
280831,3725
445543,3728
508960,3741
539714,3742
526088,3760
520743,3763
533343,3766
522184,3772
505563,3775
519188,3777
282573,3778
615613,3814
c(444877, 618565),3824
507804,3837
513592,3838
507464,3866
514812,3880
536311,3886
535232,3892
787488,3899
515155,3902
281894,3906
520030,3912
520167,3913
532572,3915
281899,3950
497205,3953
280840,3976
539504,3977
781252,3981
535225,3984
280841,4015
532684,4017
533894,4035
100301323,4037
534450,4041
536328,4040
508832,4046
529757,4050
504653,4055
280846,4057
618749,4062
528926,4063
613356,4068
539853,4070
514039,4072
514626,4084
337870,4085
618914,7975
540576,4099
505417,4116
521539,4124
515593,4130
281294,4133
281295,4134
783010,4142
512059,4146
540041,4148
540616,4149
618684,4155
281298,4157
281302,4172
280852,4192
540378,4193
514225,4194
507107,6520
404180,4232
281912,4237
505267,4242
534248,4245
101906103,4247
537595,4249
615552,4258
513990,4283
513220,4288
533203,4327
534176,4331
618306,4350
513586,4351
510998,4354
616744,4437
616664,4438
540426,4478
525504,4486
286872,4487
540230,4488
782907,4507
525496,4521
281923,4528
506141,3662
509958,4597
280872,4599
510763,4604
510420,4605
444881,4615
281336,4618
281343,4656
507007,4682
522943,4683
100124428,4686
327670,4700
327665,4712
282289,4717
327680,4724
287027,4728
505876,4752
100297058,4756
539487,4760
536348,4784
526392,4791
515680,4799
281350,4803
353110,4804
534319,4811
531695,4821
509600,10457
505727,4856
528272,4861
614049,4862
526583,4863
513538,4884
100336779,4885
532393,4908
535203,4913
353111,4914
504786,4927
532708,4931
