GENEID_4530,GENEID_9606
4346520,38
4336581,175
4341997,210
4332596,435
4336625,538
4342508,594
4324761,1161
4336951,1371
4325482,1643
4326980,1738
4325640,2071
4334698,2108
4328618,2184
4338537,2235
4336928,2584
4329532,2632
c(4324062, 4337904),2639
4325932,2731
c(4340677, 4334290),2821
4351008,2937
4339844,3081
4328432,3145
4326266,3155
4348965,3978
4325393,4292
4344290,4668
4333554,4942
4328771,5184
4348849,5193
4328861,5191
4337437,5373
4327918,5498
4338276,5828
4325739,7372
4332771,7389
4333171,7498
4349475,788
4337788,2068
4339812,2582
4335210,2820
4347752,3295
4348331,4598
4324260,5664
4325917,6555
c(4332846, 4344210),6647
4346125,6821
4337051,275
4352670,353
4337620,3074
4338417,6648
4331719,2936
4350455,191
c(4333821, 4333818, 4334049, 4333823),240
4351684,593
4338875,1633
4343080,1644
c(4344854, 4351721),2618
4352344,2987
c(4347531, 4346159),5162
4337831,5430
4333571,5431
c(4347838, 4345047),5447
4337539,5479
4342990,5558
c(9272589, 4342563),6124
c(4344265, 4332793, 4337849),6141
c(4339145, 4327483, 4342748),6152
c(4327587, 4324441, 4339162),6156
c(4343124, 9266960, 4343415, 9271813),6173
c(4343869, 4333308),6188
c(4326457, 4350516),6193
c(4349653, 4351374),6217
c(4329362, 4335531),6232
4340258,6240
4337861,7283
4333750,14
4333216,23
4325777,47
c(4330540, 4340881),396
4347172,501
4328593,701
4334040,902
4341553,996
4337511,1155
4327779,1434
4334149,1477
4352587,1479
4335701,1603
9266342,1608
4330354,1615
4332645,1665
4329318,1717
4337396,1723
c(4332935, 4344029),1736
4344180,1798
4331131,1801
4350247,1802
4338525,1819
c(4340847, 4330549),1846
4327232,1891
4352258,1967
4331181,2091
4347689,2959
4336358,2966
4328152,2967
4332255,3396
c(4342741, 4342489, 4343324),3646
4348211,16
4343013,142
c(4351850, 4350358),204
c(4347103, 4329955, 4336294),262
c(4348626, 4348628),327
4327960,328
c(4327409, 4338376, 4338375),372
4329193,402
c(4339546, 4324151),506
4341339,526
4339800,528
4339122,529
4341660,539
4330184,549
4335732,821
4347821,833
4337802,908
4349222,1428
4327289,1629
4339794,1642
4334056,1725
4335689,1743
4344188,1933
4328997,1962
c(4341966, 4328286),1974
4349131,2067
4335102,2109
c(4339489, 4324245),2224
4347566,2339
4327880,2342
4330439,2531
4346171,2617
4325621,2805
c(4341252, 4328828),2806
4337830,3035
c(4331418, 4346215, 4347614),3157
4328425,3242
c(4325355, 4337984),3308
c(4348824, 4331590),3329
4333346,3508
4331547,48
4337676,3712
4352566,3837
4343696,3843
4336215,4085
4339099,4172
4331263,4245
4331021,4247
c(4325991, 4346957),4351
4337442,4437
9266513,4438
4347576,4528
c(4328025, 4328034),4597
c(4332316, 4335000),4599
4329891,4682
4332822,4686
4343746,4724
4334276,4728
4340659,4799
4339880,4931
c(4347746, 4335010),4953
4331062,5111
4332566,5134
4348957,5204
4348230,5236
c(4329777, 4336070),5245
4337982,5289
4332781,5356
4349968,5424
4337886,5427
4346392,5432
4327549,5434
4338726,5436
4328803,5510
4346619,5531
4326161,5550
4349225,5598
4340126,5604
4328215,5682
c(4330075, 4333000),5683
4327357,5684
c(4340253, 4340285),5685
4350922,5686
4331828,5687
c(4346245, 4347710),143471
c(4346117, 4347507),5689
4333803,5690
4341637,5691
4347573,5692
c(4340065, 4330861),5694
4338009,5695
c(4344373, 4332553),5700
4340376,5701
c(4340276, 4331050),5702
4328674,5705
4344971,5707
c(4328287, 4346741),5708
c(4346252, 4347735),5709
