GENEID_3702,GENEID_9606
c(834823, 834876),38
836275,175
843310,210
830959,435
842650,538
c(841998, 820547),594
c(838564, 839677),1161
839489,1371
835990,1643
c(841221, 820984),1738
834139:834138,2071
841516,2108
837757,2184
817589,2235
c(819364, 835168),2271
820239,2584
c(831769, 818212),2632
824347,2639
c(829438, 817149),2731
834283,2821
832797,2937
828147,2956
835494,3081
830724,3145
817221,3155
c(837333, 841349),3978
826493,4292
821383,4436
824798,4668
831214,4669
c(829992, 840851),4864
834660,4942
829070,5184
819602,5193
839800,5191
819187,5373
827991,5498
844320,5828
824612,7372
818644,7389
829642:829641,7498
834724,788
839557,2068
c(826696, 842752, 828492),2582
820199,2820
843947,3295
832804,4598
817231,6555
837405,6647
820118,6821
837733,275
839636,353
824692,3074
843869,5009
820263,6648
824631,2936
c(821964, 827028),191
c(821808, 841944),240
830789,593
816553,1644
837515,2618
c(818788, 824922),2987
835157,5162
829734,5430
828259,5431
829144,5447
831151,5479
825376,5480
834193,5557
843052,5558
842454,6122
c(820120, 831756),6124
c(819725, 832848),6141
c(818234, 824468),6152
c(840530, 844129, 821405),6156
c(827074, 821920),6173
c(833518, 817719, 824554),6188
c(820367, 818304),6193
c(815456, 831956, 819578),6217
820125,6228
c(825283, 6241410, 819179, 834844),6232
816715,6240
c(825338, 830445),7283
c(829609, 816134, 816694),7298
844282,7915
843514,14
824619,23
c(835006, 819845),47
819979,396
841849,501
817921,701
832824,902
816519,996
820184,1155
832693,1185
819263,1434
836215,1477
838354,1479
c(840113, 818117),1603
c(829246, 828794),1615
c(825404, 819338),1665
841465,1717
832394,1723
824882,1736
c(818747, 824889),1798
836323,1801
825132,1802
c(838320, 843598),1819
814997,1846
834346,1891
c(843566, 841825, 841828),1967
c(835323, 828668),2091
824749,2135
c(820195, 818761),2959
839332,2966
838415,2967
842585,3396
824896,3646
841442,16
817690,142
c(836459, 835104),204
c(822144, 831452, 821214),262
827104,327
818744,328
830383,372
816354,402
c(830769, 830768, 830770),506
c(843934, 838614),526
