GENEID_7955,GENEID_9606
406283,34
573723,37
445290,38
30615,90
334431,158
566517,175
322485,183
550338,210
64607,212
393867,270
768248,355
c(100148378, 570368),383
393423,435
557232,443
564924,538
569980,594
567801,710
563828,717
393611,729
793127,732
447832,825
30725,1134
100150726,1130
449811,1161
c(567478, 795133),1180
393353,1188
336471,1278
100332562,1294
100318854,1311
84702,1356
321294,1371
100005717,1376
c(792225, 768128, 573769),1476
393551,1535
100004133,1643
399479,1738
405829,1806
30442,1910
394043,2052
751109,2057
324323,2071
325724,2108
327320,2153
c(678552, 359826),2158
30708,2169
692125,2175
692127,2176
322372,2184
58215,2235
393938,2271
195820,2492
445487,2519
406385,2581
449829,2584
791130,2592
c(100333665, 559212),2632
c(393860, 450003),2639
c(565237, 562973),2642
100192219,2643
100001424,2690
30236,2697
100150195,2705
403042,2737
321621,2731
192124,8001
246094:246095,2821
321099,2934
450084,2937
260437,2956
c(793834, 553401),3030
336606,3032
259189,3081
c(394129, 338290),3145
394190,3155
30071,6910
563067,3257
563849,6448
559959,3423
567720,3425
557557,3426
c(796604, 100144554),3561
30262,3630
30721,3651
335269,3691
140423,182
561370,3718
795942,3736
c(30256, 497629),3815
c(445292, 100538014),6445
559788,6443
556995,3978
393997,3990
c(30354, 101884800),4023
563802,3757
100150664,4233
100003537,4261
393632,4292
406845,4436
406207,4547
556489,4607
252846,4647
548602,4653
560778,4668
560126,4669
30189,5727
100003793,4693
564518,4763
553330,4864
100002391,4867
393795,4935
572518,4942
c(777716, 100329312),4952
378962,5053
437019,5095
559332,5158
337498,5184
393174,5193
541405,5191
556199,5256
569706,5257
100149562,5310
797838,5317
777635,5351
368229,5373
405777,5449
664750,5498
768180,5627
368415,5728
30629,5745
100073330,5805
556228,5828
394131,5830
791448,5860
777733,5925
c(58085, 559209),5961
445044,6247
557340,6310
572442,6329
324961,6444
565439,6559
30432,6606:6607
60641,6662
63999,6770
555506,24
407646,6948
c(100334173, 555962, 793448, 334438, 566581, 100535918, 793096),7051
30384,7054
c(573111, 436842),7172
337167,7248
560609,7253
449556,7276
393143,7372
30617,7389
560486,7498
100007662,326
566465,338
336541,642
393833,788
560607,846
798347,1200
393900,2068
493780,2132
678540,2582
550529,2760
751628,2820
c(393629, 100330921),2978
393105,3295
c(436656, 321502, 792062, 406844, 550522, 553371, 30327, 664718, 100034647, 445051),3872
394246,5048
492477,4598
562473,4688
559850,4758
c(442923, 560273),5019
100005716,5122
368410,5145
567639,5339
c(568655, 447803, 554122, 335176),5445
58026,5664
30663,5896
393329,6555
30553,6647
550537,6794
566675,6821
322358,3172
792391,6928
30747,7010
100147913,580
c(30175, 550518, 100535497),7291
100001692,190
c(556578, 333997),272
450000,275
393641,353
323299,546
352920,551
553182,1415
325881,2147
378986,2243
406327,2266
402919,2488
79379,2668
323613,3074
664687,3767
393897,7436
353152,4158
114417,4359
794667,5009
405861,5096
368631,5378
792319,6295
556700,6609
266961,6927
30590,7157
100331172,7173
567524,7249
c(353223, 100001596),7252
c(100333145, 437022),7306
791202,7428
570643,7450
100334210,8200
445102,731
100135755,3570
553957,3586
436841,2638
c(562475, 570832),730
100333043,6890
c(317638, 793907),3484
c(794176, 798920),3485
403079,3486
493781,3082
393837,733
c(324215, 30710),3481
327588,3263
114433,3479
100330960,624
562180,4052
797527,3588
619391,3454
403014,4689
c(563715, 101882585),3684
335799,6648
553575,2936
c(553699, 403026),7448
735295,356
368326,3598
567798,178
c(100329767, 792495, 100535702),729230
c(563884, 359834),7040
378968,18
114549,43
571410,140
568614,146
c(100330650, 266751),151
387530,191
322732,239
567204,240
334724,301
c(64616, 64612, 64615),476
c(571591, 555939),552
554124,593
767661,644
436959,645
450011,706
403310,776
561434,781
c(571193, 322013),786
402987,1081
568467,1136
c(556619, 563696),1137
394199,1139
100006941,1140
c(561906, 101882975),1141
449545,1384
492507,1392
100134935,1441
30505,1621
474325,1633
406651,1644
799937,1733
352937,1734
282554,1814
