9544_GENEID,9606_GENEID
705168,34
707653,38
697935,90
704493,6442
699740,175
714203,183
705193,210
704727,212
708801,270
574332,355
574293,367
710410,383
706170,443
721981,675
703928,710
696266,729
716155,732
707913,825
705270,917
574160,959
698578,1134
710301,1145
718051,1130
703944,1180
703476,1188
700359,1278
720286,1311
712210,1356
698849,1371
714150,1376
574313,1471
713504,1476
696748,1535
713813,1643
700494,1738
715672,1806
697329,1910
699400,2010
709427,2038
700180,2052
714546,2057
698829,2071
707693,2108
704695,2153
695578,2158
705475,2169
709398,2176
712716,2184
697830,2206
695759,2235
707542,2271
716123,2492
700611,2519
718252,2523
693322,2581
703873,2584
722884,2632
716935,2639
714542,2642
695675,2643
697986,2690
714344,2697
706327,2705
702494,2737
715563,2731
697984,8001
721584,2811
704202,2815
699705,2934
715701,2956
695975,3030
698025,3032
713499,3081
702943,3145
710833,3155
713550,6910
100425623,3257
717977,6448
712280,3383
700892,3423
641338,3561
710936,3651
703770,3691
718580,182
720040,3718
711630,3736
697229,102723475
696759,3815
702476,3859
720945,3914
698728,3952
721411,6445
702684,6443
718528,3978
701116,3990
714174,3757
704562,4233
710761,4261
708832,4547
712093,4607
699411,4647
704406,4653
707186,4669
718751,5727
702203,4693
712911,4763
710245,4860
700835,4864
696218,4867
709148,4935
693970,4942
702345,4952
698696,5053
699844,5095
704196,5158
717332,5184
705103,5191
694376,5256
716390,5257
708177,5317
704520,5320
709122,5373
719349,5449
710157,5456
719910,5498
694845,5627
705121,5728
700195,5741
712147,5745
711642,5805
701636,5828
715173,5830
714966,5860
696630,5961
100426294,6094
100423325,6247
718194,6329
715190,6444
714289,6557
703090,6559
677703,6606:6607
574208,6662
711142,6710
699515,6770
714054,24
716085,6948
715854,7051
721137,7054
702132,7056
698470,7137
704564,7172
714645,7248
574251,7253
705943,7276
715664,7372
705166,7389
708046,7498
712858,326
702937,338
712275,642
709029,788
714441,846
719199,1026
694499,1121
709838,1200
697508,1439
715485,2068
715975,2132
710553,2582
713375,2760
711577,2798
697192,2820
695552,2978
698369,3295
100423877,3459
574300,3559
703492,3792
100426330,3872
699435,4053
574255,5048
707645,4598
716740,4758
719119,4854
716730,5019
699742,5122
677688,5145
699517,5339
699107,5445
698770,5664
697322,5896
710369,5993
701538,6401
702376,6555
574096,6647
705686,6794
711164,6821
717972,3172
714540,6928
707455,7010
694301,580
574154,190
704892,213
703186,272
706515,275
697715,353
705735,546
717101,551
100144420,1415
699875,2161
712729,2147
698244,2243
698363,2266
697317,2488
706345,2668
704464,3074
696722,3767
574284,7436
701312,4158
719969,4359
716964,5096
697887,5354
713641,5378
694441,5994
714160,6295
696477,6439
711248,6609
701243,6927
