GENEID_8078,GENEID_9606
105925705,64102
105937862,8813
105927877,57147
105927887,55732
105925563,2268
105932964,2519
105936823,2729
105931795,4800
105927696,57185
105936653,81887
105932544,22875
105934167,6405
105933691,6405
105927055,1080
105927728,54467
105935076,1595
105935075,889
105938194,5893
105931240,51056
105918629,4267
105932151,26
105936087,51384
105920646,23072
105939191,8379
105916489,3927
105937911,3927
105936258,29916
105934946,4074
105919802,90293
105929337,90293
105935972,56603
105935530,3382
105919729,79007
105936513,57679
105937184,8837
105934407,55471
105920395,10181
105929190,9108
105916194,381
105936481,23098
105921993,26073
105927245,23129
105920173,204
105919002,952
105918994,952
105919001,952
105933953,2288
105929879,23028
105933681,10180
105920711,84254
105917005,84254
105929812,5965
105924317,55610
105926363,126393
105933521,4706
105917035,5166
105929537,85413
105933653,51364
105926623,170302
105927073,7982
105937484,6521
105939413,6521
105924336,799
105922633,3052
105934670,1856
105933890,5976
105938296,5976
105926399,8935
105919894,292
105919321,55013
105934286,3207
105917807,5439
105922435,56919
105937896,4222
105935547,221981
105917537,221981
105929840,79657
105919346,81691
105929664,57019
105931024,56928
105928374,80256
105920978,51226
105938467,5577
105921538,10943
105924936,1387
105929232,1387
105926326,5444
105926325,5444
105939403,6936
105925433,84058
105915289,54677
105936684,57414
105930841,30812
105933408,25998
105933794,26224
105927531,26224
105936282,5164
105935595,3675
105920554,3675
105925754,3920
105929279,51573
105927832,9244
105933548,9244
105918764,9244
105922321,114881
105936284,114881
105916481,26022
105934648,51087
105937601,9020
105918187,6833
105933500,10368
105934051,10368
105932142,54972
105939349,163
105937673,6863
105927379,64847
105927352,8913
105934298,1750
105932911,4293
105918998,5898
105929357,55971
105933037,55971
105918336,80853
105935558,2115
105926567,55750
105937407,221
105939289,221
105926931,221
105925259,221
105916535,57157
105925325,9855
105918186,10083
105928439,10926
105933171,6915
105937517,3475
105932899,56891
105938115,56891
105929045,56891
105915331,56891
105932515,1352
105934541,54623
105936296,9912
105932076,9912
105938890,60528
105931856,414
105916525,79602
105934181,151531
105930106,57787
105931175,8842
105931921,8842
105939991,115098
105936469,5048
105939205,5048
105934518,9703
105939076,9058
105938894,8522
110368626,8522
105920484,79090
105936778,4145
105932809,6329
105935994,54879
105919761,5080
105933497,113000
105928877,64285
105937340,64285
105926710,55692
105933228,9254
105933687,9254
105922082,8938
105926716,115939
105924522,9091
105939885,57585
105928055,7005
105920797,7005
105927885,6401
105935277,55735
105931705,55735
105928635,29116
105938992,5689
105928518,3720
105925384,6792
105934466,6792
105918262,57172
105925891,728642
105925898,65220
105935415,7021
105935416,83741
105935634,9265
105928438,53616
105931723,6856
105925299,1534
105939436,9043
105927359,9043
105934795,10157
105919716,51188
105927862,84954
105917932,4257
105917735,1407
105934007,1407
105915879,8993
105921894,4784
105936691,4784
105922206,6482
105922207,6482
105922205,6482
105935385,6482
105937183,64386
105917087,5310
105938197,23542
105919974,9862
105926867,23221
105934716,54497
105922969,6224
105925857,7812
105918148,9690
105937101,5980
105929153,10178
105921808,5081
105933747,10747
105930537,389434
105931762,80342
105916768,29954
105922547,51534
105927986,51085
105923401,9031
105918433,10048
105920706,51513
105938930,83932
105928829,51603
105926540,8798
105933570,7756
105926019,7384
105918438,83930
105937146,928
105933960,928
105930291,57467
105938435,57467
105931539,9918
105931618,25900
105934103,25900
105919498,11188
105929668,6540
105933847,6540
105927765,3423
105935147,5646
105931600,920
105935868,10233
105921135,695
105939053,2534
105937109,2534
105934366,3097
105923728,6924
105923604,11313
105924807,1185
105932722,9902
105934014,10867
105926549,10867
105919425,55727
105938289,9546
105939328,54903
105931984,51099
105939636,51099
105938286,3730
105916982,3730
105939483,26993
105935700,54799
105920926,51096
105916063,54476
105920282,54902
105916293,9066
105917258,9066
105917280,23395
105926232,5286
105937688,54443
105931484,58525
105929962,58525
105932112,2844
105932112,23637
105931159,1634
105939155,54814
105933098,5536
105917310,23177
105917631,8491
105932205,2556
105919682,672
105931819,2067
105929131,7869
105919356,51360
105935290,4007
105937566,4057
105937824,2137
105935583,9971
105938765,240
105916739,8284
105939080,57658
105928948,57658
105934400,55148
105932913,11183
105919213,30845
105919129,5704
105929775,23324
105935380,57709
105935377,5010
105916654,5010
105917950,9961
105920746,51667
105930550,5238
105930589,1195
105935565,55703
105916940,23357
105935685,9604
105936913,9604
105936638,1774
105917267,1774
105933952,1663
105938070,9052
105918910,23376
105928702,23649
105918598,23144
105933712,823
105931221,4190
105933318,4190
105938285,10463
105936046,10903
105938734,1355
105918310,10138
105938616,10138
105922105,10771
105916327,1800
105919441,29881
105939919,64132
105919409,81551
105915603,23386
105919375,3670
105936388,55349
105919212,53832
105934754,55830
105934001,3479
105935272,92745
105932261,10928
105928166,22902
105938583,1272
105931580,63932
105937883,477
105917233,55622
105919959,147948
105924337,147948
105917856,23187
105922231,8685
105918730,1591
105929626,56981
105915669,972
105931176,3082
105926419,54764
105927321,54764
105926836,25960
105918124,55734
105927663,4331
105915424,23034
105933293,864
105930064,4361
105929004,58473
105932881,1992
105937200,64816
105940029,64816
105937199,64816
105940037,64816
105937201,64816
105930030,11136
105934736,6683
105917792,9369
105918206,114879
105925620,9716
105937084,1373
105925244,732
105925737,2273
105919372,2273
105915217,51507
105935679,2554
105929784,57210
105935092,57210
105917328,9921
105938086,55778
105939966,64429
105915876,57476
105932166,4719
105921473,4719
105935691,9821
105915264,23071
105930906,211
105919828,330
105935788,11215
105937725,6617
105936070,51071
105929828,11171
105931787,50619
105920528,51177
105936799,2730
105922972,23304
105930206,30846
105923446,30846
105925046,25901
105934868,58528
105922510,51230
105930168,10062
105930324,1890
105936072,29781
105930547,11231
105935393,23633
105937825,7431
105940240,355
105919765,8635
105918224,3755
105923365,56895
105915878,4285
105927675,5583
105927969,3459
105922885,3459
105936555,3459
105936664,11285
105934004,55591
105926359,65980
105926216,6642
105916385,6642
105930557,9519
105935564,56938
105916972,56938
105932972,55334
105930973,286
105926920,286
105925971,51106
105927563,9135
105929615,23279
105929306,4593
105937092,22807
105926455,2896
105924267,2896
105924278,2896
105917193,2896
105920696,51306
105919800,57514
105920415,55166
105915247,6301
105931026,8498
105938084,5926
105925938,7260
105929262,10908
105938359,8100
105918618,56052
105915824,10061
105915823,54480
105930753,2530
105928299,55236
105935017,9846
105932755,535
105935694,535
105936352,8554
105920228,9497
105923568,9497
105916889,9497
105916295,321
105938620,321
105925638,79645
105937537,28990
105935112,25897
105933123,25897
105929691,11345
105924954,11345
105928916,4653
105925182,4653
105918784,26751
105935834,84908
105928223,7414
105936874,7414
105933376,55789
105938789,23604
105932353,23604
105935327,8439
105928216,7077
105936202,7077
105928322,5981
105925358,55773
105923405,8452
105935918,8452
105931259,9172
105919705,9172
105927613,5009
105930632,10858
105930637,10858
105918039,26009
105916631,6570
105920897,9099
105919867,846
105926826,2324
105931977,54888
105927156,54455
105933744,4238
105917106,84245
105939087,4234
105928921,3224
105936221,175
105931502,55300
105924990,259282
105921709,259282
105922341,27430
105931167,7092
105926552,23644
105931953,7204
105925441,1462
105915535,1462
105933530,23274
105938129,23517
105927739,1767
105919269,79567
105936605,729
105935826,26064
105939122,11063
105933204,11284
105931534,54831
105940009,23035
105937249,54908
105925877,54896
105916557,65078
105934659,79142
105931191,1008
105936514,3631
105938975,5874
105916390,5685
105928648,55341
105927172,10039
105915566,3371
105915626,3371
105934124,90326
105934148,55775
105922696,84883
105923388,56918
105925589,55812
105920758,9440
105916485,54884
105934673,822
105915440,10863
105915593,8538
105925302,54165
105939374,23338
105927618,7546
105921043,3937
105916770,54802
105939507,2981
105929931,1495
105939872,54875
105936158,2042
105934495,3309
105922608,1829
105922309,1829
105923974,1829
105917427,54960
105933636,2824
105915834,51438
105921616,80243
105917589,22884
105928006,22884
105917110,64848
105937807,51606
105922381,5431
105916399,56204
105916975,7175
105936944,1356
105921691,84062
105927579,7504
105918289,57101
