GENEID_72004,GENEID_9606
102277362,7105
102279412,64102
102272761,8813
102273445,57147
102282200,55732
102277882,2268
102279234,2519
102268521,2729
102284701,4800
102283408,90529
102283125,57185
102282277,81887
102274093,22875
102273392,6405
102264773,1080
102283921,54467
102282237,1595
102282796,889
102273039,5893
102275975,572
102287183,51056
102268009,4267
102279923,9957
102275498,26
102274851,51384
102279935,23072
102286482,3927
102276429,29916
102284754,55365
102268623,4074
102281723,90293
102272258,56603
102275333,3382
102274317,57679
102283650,8837
102280267,7035
102281242,55471
102273110,10181
102286699,9108
102282590,6542
102277765,381
102276791,23098
102276226,26073
102271572,204
102286524,2288
102287646,23028
102272834,10180
102278099,84254
102288080,5965
102265107,55610
102278204,126393
102278486,115703
102271332,4706
102264999,5166
102265856,85413
102285987,51364
102285550,340273
102278026,170302
102273467,10165
102286391,7982
102269484,996
102274339,6521
102265391,799
102285652,3052
102273776,1856
102270024,5976
102284534,8935
102275932,292
102288381,55013
102272324,56919
102267923,4222
102278892,221981
102269001,3980
102280717,79657
102269733,6296
102270294,81691
102284713,57019
102267553,56928
102272673,80256
102278028,51226
102277134,5577
102279811,10943
102264880,1387
102268162,9256
102286491,4353
102268223,5444
102282886,6936
102267823,84058
102278173,54677
102281278,55904
102283763,57414
102265538,25998
102265576,23077
102265302,26224
102281951,3683
102266253,5164
102266712,3675
102275355,7543
102282151,3920
102275560,3674
102265555,51666
102277876,51573
102268070,55049
102270599,9244
102282364,114881
102283956,26022
102267435,3883
102268339,9020
102274573,6833
102273826,10368
102276496,54972
102271188,6863
102283370,10127
102285592,64847
102280279,8913
102286419,51330
102271481,4293
102278480,5898
102270126,55971
102271352,80853
102285828,2115
102275911,55750
102283517,55001
102269912,57157
102284309,10344
102271062,10083
102265622,79017
102267315,10926
102268062,6915
102271471,3475
102268703,56891
102286422,1352
102287018,54623
102280732,27072
102287568,9912
102287849,60528
102265485,85477
102285788,414
102288097,8228
102285385,8735
102274185,79602
102265780,51265
102275079,151531
102287824,57787
102278370,8842
102282181,115098
102269529,5048
102265893,4843
102286992,1770
102267735,9703
102266123,9058
102277827,8522
102278341,79090
102270014,4145
102271134,974
102270851,6329
102285864,54879
102278398,8277
102274155,5080
102288129,113000
102269769,64285
102268374,55692
102284671,9254
102275461,8938
102286141,115939
102266793,9091
102273180,57585
102283756,7005
102272886,6401
102286366,55735
102275445,2328
102265899,29116
102282195,27035
102283073,5689
102287822,6853
102283984,3720
102266818,6792
102274680,57172
102271764,728642
102271202,65220
102284630,7021
102284352,83741
102282651,9940
102267618,9265
102274213,53616
102283972,6856
102276428,9043
102281870,1951
102275417,10157
102273844,55200
102274378,84954
102271019,4257
102285243,1407
102284222,8993
102276656,4784
102267241,6482
102275365,5310
102272467,9862
102282198,54497
102284851,7095
102277167,6224
102265309,7812
102270212,9690
102285311,5980
102276527,10178
102264552,5081
102280596,10747
102270351,389434
102265804,199870
102275534,80342
102279725,29954
102273531,51534
102273033,51085
102286644,9031
102281566,10048
102285319,83932
102278634,51603
102267023,7756
102272636,7384
