GENEID_8049,GENEID_9606
115552053,7105
115550729,381
115542707,381
115561506,26073
115559642,4706
115557568,5439
115547283,56919
115540060,51573
115535776,26022
115561284,5048
115561333,79090
115545459,55735
115558396,5689
115539056,4257
115537304,57467
115549278,57467
115544021,2534
115559667,240
115534803,30845
115550862,55703
115551306,63932
115543998,4331
115540625,50619
115548865,6301
115530430,535
115550888,11345
115542888,84908
115530832,7414
115548985,8452
115546653,846
115543615,3224
115548467,54165
115549516,51606
115557807,2978
115534318,5888
115552653,84321
115535970,27095
115532090,29085
115543845,2581
115557466,26099
115560515,5832
115540903,1431
115530698,3029
115531831,23534
115541689,28966
115550574,83641
115556998,6602
115536182,4802
115534542,9741
115560477,5307
115558317,10294
115550652,10681
115544963,10947
115536329,29105
115558354,1459
115540915,998
115539041,6160
115541599,6160
115539048,22846
115560258,7321
115541816,8243
115548871,8907
115543723,10979
115552835,6620
115551130,7251
115532498,3998
115557371,27091
115540271,60
115551465,55973
115535692,23016
115561371,9618
115546949,827
115560708,6626
115557456,832
115552069,203427
115552479,7319
115552586,3093
115557603,2782
115531866,7419
115558293,54472
115553539,51619
115554328,10590
115544078,384
115546178,8555
115533261,9689
115540663,7514
115534609,22924
115545235,102157402
115561182,57590
115540318,3301
115549536,51510
115537166,51510
115545244,51194
115557233,2778
115557731,7022
115545928,10985
115546673,23409
115552865,3476
115542154,10558
115532284,83719
115533122,51726
115558684,55066
115550926,1738
115532304,9352
115537423,23676
115544169,55012
115529082,23428
115545913,8318
115557386,1312
115537329,9117
115552841,139596
115532328,5711
115533958,3326
115537180,8829
115559527,55506
115533324,112755
115556092,513
115549141,51257
115555183,5434
115546060,5594
115531865,6576
115553754,24144
115530821,4809
115559804,11015
115541452,51493
115551034,25813
115544351,79609
115533972,51382
115534822,5283
115544113,2954
115543990,5494
115544117,51527
115543993,7528
115537357,8106
115536860,51016
115556617,57446
115557722,140730
115557547,8480
115557485,51012
115542953,54994
115542945,63910
115545175,551
115545178,551
115536142,1917
115536143,1917
115540117,11237
115546920,10139
115547531,5173
115556812,63905
115545175,5020
115545178,5020
115557836,140679
115556718,128869
115551526,7125
115532503,4092
115533728,4935
115543375,64743
115550311,6855
115546720,5358
115547692,6611
115533026,8874
115532748,3839
115531427,57149
115550887,5432
115550415,23406
115558330,2294
115531117,7329
115528778,56061
115537239,6923
115558631,6299
115550793,6299
115534820,171177
115534788,57617
115536903,55284
115554064,9694
115534027,66036
115552470,23484
115545568,54793
115549466,55111
115530036,55723
115537274,93145
115539886,93145
115558273,9141
115550673,2821
115556136,79187
115561771,5438
115535633,3982
115545346,2109
115534327,374882
115540683,51398
115541484,6142
115554214,10430
115554112,4099
115551123,79036
115553726,2931
115535340,1021
115535931,1749
115531496,11033
115546069,94239
115550629,857
115535576,3200
115535580,3202
115535327,2128
115547700,83451
115549148,1395
115531368,4885
115531237,8896
115535240,6119
115554110,10652
115549461,10927
115554068,10952
115529257,9827
115560015,51684
115532000,6158
115560623,51174
115539923,55813
115560479,1655
115532521,5878
115531207,8153
115558413,786
115533518,9343
115561708,90410
115561426,83871
115555491,23142
115547787,8649
115540964,1363
115529569,6164
115540824,2483
115548462,10227
115558574,26610
115547758,6309
115552128,27339
115551427,50862
115550487,6506
115550964,6207
115540455,4728
115550620,2965
115553699,83892
115556734,1594
115555432,55110
115541547,10094
115551540,3736
115557204,2967
115545650,79794
115531855,56994
115553980,7167
115553946,5777
115550668,51026
115545231,5564
115545933,11021
115534083,57515
115545934,135114
115559622,51715
115547545,222642
115534608,892
115553398,1871
115540287,7803
115535510,81688
115533996,7101
115533997,8724
115547015,10246
115559962,64065
115557443,705
115559700,5961
115551845,23197
115552427,900
115532507,5810
115546630,6500
115532578,23398
115552280,4090
115552144,57222
115552118,8992
115560659,10051
115550760,93973
115559075,84100
115561234,55186
115556805,2779
115556708,2771
115539709,11334
115557011,10641
115548524,57599
115556097,51122
115537535,10289
115549039,54800
115561328,6747
115528883,7134
115534337,51639
115534497,4358
115558531,10213
115533032,10190
115544007,51652
115558532,8576
115544232,7173
115534383,3241
115533247,390
115555702,9068
115547523,23463
115557759,11315
115553591,515
115551875,829
115536157,829
115556603,55223
115553508,28956
115556364,85440
115547236,26232
115543259,9927
115533490,51179
115534367,149371
115533566,653519
115544297,11123
115536036,3925
115556064,200010
115561412,6230
115534516,1268
115534631,6446
115534519,51692
115542770,26190
115545283,5537
115542772,5537
115535478,92400
115534678,8892
115543707,51646
115534387,51646
115540044,25927
115559726,25927
115559977,10285
115530943,10672
115542021,10171
115534043,39
115552352,51248
115547342,11340
115552028,2107
115548383,27230
115532398,400
115541545,81790
115536207,51123
115537163,10434
115531309,8405
115535386,2170
115548750,5290
115535662,3208
115545984,22987
115537251,6144
115534448,84947
115555798,6125
115553431,51251
115554177,10124
115545609,28981
115531828,35
115555118,26994
115548298,26994
115531097,83446
115556595,3071
115557258,5204
115545607,29095
115542510,3229
115546595,60673
115552388,57826
115540461,81579
115557246,80776
115551891,79183
115557502,9217
115557503,57403
115547556,29993
115547015,6568
115533701,4835
115557460,9477
115559895,116138
115537424,51000
115533070,11166
115552008,4694
115531712,64518
115535512,79902
115531826,56751
115543423,128408
115560661,9349
115560039,2797
115557150,2797
115539862,92675
115543862,4149
115556824,140823
115532313,3276
115530631,8678
115561011,3306
115535376,3306
115552416,3306
115532081,286336
115549448,5605
115552110,1678
115552377,55906
115543137,54973
115545937,1350
115531972,8089
115537434,155051
115549146,155051
115550408,65999
115540757,5300
115540388,51764
115547060,83460
115532920,25953
115529594,51234
115542710,9296
115551491,64101
115542481,4698
115532992,94101
115528772,84817
115547642,482
115529486,9526
115541089,10053
115541109,1032
115548885,1603
115545731,1036
115551232,1028
115555236,2593
115550817,26290
115550817,3742
115560152,84337
115548371,51337
115548369,51337
115545890,10912
115555876,25873
115561369,376497
115543551,51250
115540892,50632
115532023,83549
115531049,27243
115536998,1968
115558779,1327
115558778,51659
115535255,5538
115530951,6155
115531214,79652
115547690,5160
115558493,22856
115558898,83636
115547011,23647
115557564,85013
115549125,23480
115537069,23480
115531394,53940
115530729,23558
115530732,3021
115560820,3021
115560819,3021
115547895,3021
115531528,3021
115553902,10247
115560808,2319
115551106,27183
115545732,5111
115545184,23743
115545185,23743
115552414,51164
115545572,79845
115547689,5977
115533968,1965
115545804,51124
115557240,55207
115556803,9695
115553606,2947
115548618,8774
115550466,377
115548164,79577
115552886,6658
115551190,9415
115545155,29968
115545154,81689
115541964,85025
115551062,85025
115543890,55122
115551071,4005
115560511,517
115540910,93058
115540449,9924
115540986,4284
115561572,9038
115553702,84279
115559620,3775
115549024,2752
115560951,65080
115542065,1329
115532787,8803
115530820,5879
115531301,11014
115531014,11014
115558865,10518
115550410,10518
115537113,10238
115555710,86
115532108,56262
115532326,9550
115542235,5695
115545218,11224
115559918,84681
115541127,6194
115542605,51645
115547713,84300
115547557,55298
115561409,2542
115549626,2959
115549592,54810
115555649,8634
115530657,6496
115545703,84896
115558856,83464
115550465,54956
115532070,51138
115550280,85352
115531904,55500
115553992,83758
115543561,113675
115541263,7009
115532910,2098
115532438,8562
115538428,84945
115550837,90527
115550837,405753
115558252,2252
115543825,6727
115543824,6727
115558455,10099
115551225,10099
115550791,80349
115550416,4123
115550406,55466
115558872,23478
115558738,54957
115550298,81631
115557763,6187
115530988,8533
115530808,79018
115549673,2774
115536153,10907
115549437,55527
115548820,117286
115551177,80162
115557073,2014
115549262,2014
115557559,5686
115556133,54499
115553970,29956
115554643,2029
115534673,25896
115554763,49860
115554763,6279
115554763,6278
115544317,58
115540435,58
115534421,58
115554774,29097
115540698,29920
115529598,113419
115532736,5899
115541103,129530
115533294,339745
115533187,3329
115557685,132001
115535339,5868
115532879,58190
115533355,29926
115556917,9039
115549551,91775
115533244,285282
115532172,57563
115539893,93627
115540014,2169
115540660,6423
115540473,6189
115545184,635
115545185,635
115553487,689
115541983,689
115545595,56929
115552545,9547
115552415,64777
115547015,10050
115539845,2768
115549277,79034
115556190,3484
115561531,2631
115533103,347404
115549461,54466
115534174,55246
115560039,2796
115553738,6770
115549408,137872
115554457,5375
115535842,5375
115553992,5375
115535639,5375
115553502,9166
115542026,50808
115543905,203228
115541836,6836
115546134,6837
115560408,92170
115558245,133
115558228,55327
115558830,57689
115528891,27315
115558999,10480
115547827,871
115561463,871
115528771,1813
115547028,219854
115537243,22948
115561421,26521
115531564,5805
115559879,84076
115551166,90488
115558722,2132
115531284,5281
115543718,9781
115529737,387923
115545042,498
115548850,117143
115537249,219333
115542016,133690
115530966,53918
115537509,7545
115537151,51571
115535381,7342
115539909,90316
115558710,55625
115555725,9868
115548191,143471
115541943,522
115557798,7476
115545047,346288
115535650,528
115559878,55326
115540616,55361
115559725,83742
115540615,401647
115552228,6566
115529215,7411
115542817,2776
115542819,2776
115547315,10694
115552113,5521
115554767,3788
115559686,1915
115530839,5261
115552867,7547
115549382,23057
115537303,131377
115535891,57798
115556558,11269
115547231,84187
115539119,84262
115558542,10239
115552358,9364
115543421,9577
115544975,1844
115542387,55179
115560143,8365
115545952,8365
115545952,8365
115541634,8365
115532410,8365
115560134,8365
115560970,8365
115541845,8365
115560970,8365
115560124,8365
115560143,8365
115560134,8365
115560143,8365
115545952,8365
115560134,8365
115532410,8365
115560143,8365
115541845,8365
115541634,8365
115545952,8365
115541634,8365
115560134,8365
115541845,8365
115545952,8365
115560970,8365
115560970,8365
115560970,8365
115560134,8365
115560124,8365
115560970,8365
115560124,8365
115541634,8365
115532410,8365
115560124,8365
115560134,8365
115560124,8365
115532410,8365
115532410,8365
115560134,8365
115541845,8365
115560124,8365
115545952,8365
115560134,8365
115560143,8365
115560970,8365
115532410,8365
115541634,8365
115560970,8365
115560143,8365
115560134,8365
115545952,8365
115560124,8365
115532410,8365
115541845,8365
115532410,8365
115541634,8365
115541845,8365
115560143,8365
115541845,8365
115560970,8365
115545952,8365
