9598_GENEID,9606_GENEID
473698,7105
473697,64102
745025,8813
457502,57147
457501,55732
739516,2268
457601,3075
463039,2519
742732,2729
748395,4800
749383,90529
469225,57185
473645,81887
462740,22875
460387,6405
463674,1080
463530,54467
463530,54467
463527,1595
463527,1595
463528,889
463528,889
466911,5893
100615623,572
461132,51056
100615666,4267
751057,4267
471144,9957
107975990,26
737375,51384
463367,23072
463223,8379
454620,3927
455186,29916
463833,55365
463833,55365
736013,4074
473752,90293
738157,56603
463264,3382
470613,57679
459873,843
459872,8837
470603,7035
459157,55471
744612,10181
464007,9108
740548,6542
463698,381
738203,23098
454525,26073
460687,23129
456723,204
745433,952
451748,2288
456614,23028
460385,10180
454438,84254
465334,5965
463538,55610
745747,126393
748029,115703
744435,4706
472448,5166
462937,85413
460392,51364
743269,340273
107971188,170302
472450,10165
463672,7982
454815,996
454727,6521
472445,799
465489,3052
455236,1856
453846,64063
456373,5976
463306,8935
736938,292
461432,55013
463312,3207
468453,56919
740410,4222
472294,221981
454581,3980
451854,79657
742192,6296
453977,81691
454117,57019
750100,56928
746521,80256
101057422,51226
744011,5577
465491,10943
467891,1387
455154,9256
748680,4353
463547,5444
742221,6936
459333,84058
463514,54677
748364,5244
463640,55904
463481,57414
463480,57414
463480,57414
453811,30812
462849,25998
450964,7748
452608,23077
467377,26224
468402,5164
455111,3675
465541,7543
737597,3920
454730,3674
463550,51666
453968,51573
735541,55049
735722,9244
749271,114881
454577,26022
455231,51087
743775,3883
454750,9020
451056,6833
746707,10368
466624,54972
454587,163
747650,6863
453860,10127
454115,6376
455125,64847
455128,8913
107968771,51330
472452,1750
467498,4293
737424,5898
463559,55971
463559,55971
472532,80853
463270,2115
463784,55750
463784,55750
747335,221
456878,55001
463497,57157
472417,10344
460083,9855
749420,10083
463327,79017
472668,10926
472668,10926
468667,6915
463663,3475
465445,1352
463471,9569
456396,54623
463365,27072
455062,9912
450109,60528
472296,85477
472296,85477
745720,414
751059,414
473881,8228
468397,8735
451742,79602
462064,51265
470566,151531
453844,10942
456123,57787
461127,8842
455849,115098
454422,5048
455026,4843
455066,1770
101057505,9703
454528,9058
455077,8522
744078,79090
455592,4145
468892,1087
454773,974
100612017,6329
457102,54879
465937,8277
737387,5080
453807,113000
453783,64285
467851,55692
460396,9254
749977,8938
100608677,115939
467856,9091
453823,57585
747038,7005
736063,6401
745844,55735
457505,2328
462452,29116
465752,27035
469153,1870
473258,5689
736611,6853
462450,3720
473529,6792
469667,57172
469457,728642
457207,65220
462758,7021
472026,83741
470790,9940
100614767,9265
100614767,9265
463517,53616
463517,53616
463647,6856
463647,6856
454783,1534
455131,9043
460350,1951
472493,10157
466933,55200
736730,51188
738059,84954
740580,4257
452205,1407
468926,8993
468742,4784
450114,6482
749738,64386
749738,64386
100614360,9235
458945,23542
454642,9862
464050,23221
459152,54497
744481,7095
464184,6224
457145,7812
472637,9690
462942,5980
465846,10178
456574,5081
107974877,10747
472159,389434
456677,199870
457699,80342
453067,29954
463033,51534
742401,51085
742401,51085
472407,9031
462444,10048
747854,51513
456494,83932
456446,51603
466926,8798
101059401,7756
460348,7384
463358,83930
451775,928
460295,57467
747674,9918
466936,25900
107969763,2696
460427,51533
460428,56920
745886,11188
461023,23166
468957,80199
100614945,6540
465896,3423
747006,5646
107968775,7752
107968775,7752
450124,920
451802,10233
465759,695
462489,3077
456802,22955
462944,2534
463035,3097
456444,2326
456620,6924
749332,11313
457955,1185
454788,9902
100533953,654364
107969275,654364
471694,6534
746869,10867
467536,55727
736073,9546
455153,54903
460303,51099
465480,3730
455795,26993
748106,54799
748116,51096
455135,51096
463248,54476
455011,54902
749887,5725
748599,8193
451239,9066
739246,23395
451052,5286
450103,5329
463351,54443
455796,58525
464717,2844
464717,23637
452120,1634
456135,54814
456150,5536
459279,23177
459173,8491
745538,27033
455968,7305
742443,57146
465914,2556
465914,2556
449497,672
450179,2067
450167,933
744789,7869
465532,51360
473872,4007
460325,4057
464086,2137
452162,9971
472038,60481
450428,240
112204083,8284
449032,8284
451944,57658
453125,55148
467451,11183
459131,30845
737578,5704
461102,23324
470994,57709
460846,5010
739075,51629
454027,9961
463884,51667
463884,51667
462852,5238
472061,112611
459865,1195
452201,55703
453059,23357
471678,9604
107971243,1774
465368,1663
473371,50865
465903,10046
451230,923
461066,10460
462889,23376
451318,23649
464443,23144
451317,823
460702,55
459271,4190
461188,10463
457266,10903
744451,1355
453108,440193
466958,10138
735474,10771
743187,7454
743187,7454
739771,1800
458635,637
100568449,9782
463381,29881
455118,64132
736102,84220
749348,84220
472724,81551
738223,23386
461881,3670
460450,55349
463026,53832
456640,1179
469372,22802
460432,55830
460694,27032
741055,3479
473596,92745
455292,10928
461275,22902
451836,1272
741434,6556
460772,25937
740316,8540
473760,63932
457432,477
459142,55622
469023,147948
738728,23584
451591,23187
459571,8685
746729,1591
741914,56981
466499,57586
464169,6591
462191,972
463503,3082
450809,54764
456743,23154
472739,25960
470031,55734
452954,4331
743539,23034
456633,864
737902,4361
748454,58473
471841,1992
472456,64816
742762,11136
459133,6683
453075,9369
450963,114879
453308,9716
738670,1373
456887,732
747985,2273
458351,51507
462241,2554
469011,55655
464425,57210
452308,9921
744018,55778
450740,64429
451632,57476
450154,6050
459896,4719
464173,9821
464616,23071
460416,211
451507,330
740874,11215
745318,51022
100616509,6617
465316,51071
465315,11171
104008275,1244
462636,50619
457268,51177
457034,2730
462696,23304
456170,30846
456933,55635
747534,25901
462884,58528
462974,3298
469928,51230
466507,10062
458941,1890
458939,29781
458274,10953
462915,11231
456709,23633
493952,7431
738331,355
736033,8635
451122,960
745113,3755
741254,56895
746961,57823
462497,11119
467228,4285
746068,5583
457407,3645
747276,3459
664711,11285
457406,9047
459250,7444
