37293_GENEID,9606_GENEID
105725110,7105
105725101,64102
105727519,8813
105711695,57147
105711694,55732
105708334,2268
105711745,3075
105732411,2519
105709618,2729
105714596,4800
105708512,90529
105708511,57185
105723000,81887
105714696,22875
105727715,6405
105733776,1080
105716223,54467
105716224,1595
105716279,889
105705185,5893
105724476,572
105730916,51056
105730454,4267
105725706,9957
105710757,26
105732008,51384
105731542,23072
105729936,8379
105717008,3927
105716971,29916
105710792,55365
105721350,4074
105733537,90293
105733334,56603
105716172,3382
105726518,79007
105712872,57679
105712839,8837
105725140,7035
105733154,55471
105727713,10181
105705363,9108
105705401,6542
105732083,381
105715129,23098
105715135,26073
105731205,23129
105708852,204
105730927,952
105717369,2288
105708478,23028
105727712,10180
105714405,84254
105705760,5965
105716211,55610
105707039,126393
105707018,115703
105726714,4706
105716194,5166
105707499,85413
105727730,51364
105713919,340273
105714771,170302
105716191,10165
105720428,7982
105711354,996
105711296,6521
105716299,799
105705407,3052
105720770,1856
105720772,1856
105709703,64063
105711027,5976
105713965,8935
105733437,292
105706276,55013
105714002,3207
105722816,56919
105711390,4222
105716266,221981
105712394,3980
105721874,79657
105725577,6296
105725575,81691
105714033,57019
105705858,56928
105724579,80256
105716977,51226
105719838,5577
105705372,10943
105709784,1387
105712488,9256
105712463,4353
105716200,5444
105717130,6936
105717161,84058
105716289,54677
105716248,5244
105716288,5244
105720043,55904
105714895,57414
105728392,30812
105728459,25998
105719876,7748
105730664,23077
105730667,26224
105725464,3683
105724717,5164
105724716,3675
105714738,7543
105733241,3920
105711301,3674
105716197,51666
105725563,51573
105711021,55049
105710957,9244
105716984,114881
105715058,26022
105720738,51087
105711191,9020
105719998,6833
105725612,10368
105718603,54972
105712395,163
105716187,6863
105709708,10127
105714036,6376
105724738,64847
105724741,8913
105716271,1750
105707306,4293
105731695,5898
105719433,55971
105713743,80853
105716161,2115
105713713,55750
105717664,221
105710460,55001
105726947,57157
105725838,9855
105720207,10083
105732860,79017
105716243,10926
105720446,3475
105717698,1352
105715007,9569
105705839,54623
105731792,27072
105717722,9912
105717702,60528
105716164,85477
105721612,414
105706917,8228
105733739,79602
105719004,151531
105709688,10942
105713104,57787
105730875,8842
105711037,115098
105714368,5048
105715140,4843
105717725,1770
105715167,9703
105715128,9058
105720854,8522
105713116,79090
105706044,4145
105723468,1087
105718235,974
105718297,6329
105726971,54879
105717241,5080
105728325,113000
105728360,64285
105727736,9254
105709769,8938
105709771,115939
105728341,9091
105709752,57585
105723523,7005
105711540,6401
105731719,55735
105711723,2328
105733905,29116
105725113,27035
105708552,1870
105726457,5689
105734539,6853
105733865,3720
105704774,6792
105722068,57172
105727788,728642
105727784,65220
105709642,7021
105709584,83741
105719554,9940
105719424,9265
105716286,53616
105719854,6856
105711375,1534
105724746,9043
105727668,1951
105732088,10157
105719739,55200
105722547,51188
105706122,84954
105713830,4257
105728663,1407
105713133,8993
105706009,4784
105723790,6482
105709803,9235
105709738,5310
105706702,23542
105717037,9862
105705403,23221
105733196,54497
105729981,7095
105724893,6224
105727006,7812
105712307,9690
105707435,5980
105733029,10178
105708393,5081
105731700,10747
105717273,389434
105708593,199870
105722067,80342
105734138,29954
105732385,51534
105714906,51085
105714903,9031
105733884,10048
105723508,51513
105722366,83932
105711693,51603
105731195,8798
105715064,7756
105727662,7384
105723322,83930
105719738,928
105722544,57467
105731177,9918
105731175,25900
105713024,2696
105722894,51533
105722895,56920
105722897,11188
105722900,23166
105723077,80199
105707865,6540
105727303,3423
105713677,5646
105709716,7752
105731187,920
105731148,10233
105707832,695
105721486,3077
105705041,22955
105707453,2534
105732363,3097
105711798,2326
105708436,6924
105708434,11313
105731694,1185
105711199,9902
105724750,654364
105716564,6534
105717377,10867
105717790,55727
105706048,9546
105712465,54903
105729801,51099
105718771,3730
105720959,26993
105724751,54799
105724748,51096
105719488,54476
105732821,54902
105707075,5725
105717986,5725
105706153,5725
105705110,5725
105706193,8193
105718540,9066
105729827,23395
105720212,5286
105707156,5329
105723341,54443
105720958,58525
105721223,2844
105721223,23637
105728786,1634
105713144,54814
105713097,5536
105734401,23177
105716091,8491
105707087,27033
105706932,7305
105725581,57146
105708108,2556
105711233,672
105713079,2067
105707226,933
105727721,7869
105734590,51360
105730412,4007
105729847,4057
105705348,2137
105728724,9971
105709598,60481
105708099,240
105715878,57658
105717787,55148
105719925,11183
105733204,30845
105723409,5704
105705211,23324
105733936,57709
105733937,5010
105711298,51629
105725478,9961
105711213,51667
105728453,5238
105713380,5238
105728451,112611
105731475,1195
105728666,55703
105734149,23357
105723346,9604
105727259,1774
105731143,1663
105713799,50865
105713877,9052
105734507,10046
105718537,923
105727155,10460
105711486,23376
105724431,23649
105723270,23144
105724346,823
105716525,55
105734354,4190
105732724,10463
105724189,10903
105708193,1355
105717803,440193
105726244,10138
105727199,10771
105730433,7454
105726533,1800
105718509,637
105732421,9782
105724726,64132
105705336,81551
105708084,23386
105725023,3670
105715270,3670
105722925,55349
105732434,53832
105725662,1179
105725663,22802
105722907,55830
105727109,27032
105728706,3479
105730441,92745
105713228,10928
105725402,22902
105726239,1272
105712910,6556
105706586,25937
105730607,8540
105715364,477
105715499,477
105733090,55622
105726041,147948
105729459,23584
105729540,23187
105728131,8685
105727531,1591
105717313,56981
105710562,6591
105716072,972
105726653,3082
105717957,54764
105708515,23154
105733500,25960
105727523,55734
105705694,4331
105716404,23034
105708581,864
105711904,4361
105720408,58473
105725727,1992
105714500,11136
105733203,6683
105734117,9369
105719879,114879
105726013,9716
105712873,1373
105710439,732
105730845,2273
105727544,51507
105723199,2554
105723284,57210
105728542,9921
105730173,55778
105714126,64429
105729482,57476
105719849,6050
105712845,4719
105710547,9821
105706896,23071
105722887,211
105719137,330
105734078,11215
105711812,51022
105708296,6617
105713829,51071
105713826,11171
105708191,1244
105723527,50619
105724193,51177
105708319,2730
105714706,23304
105713089,30846
105710445,55635
105732425,25901
105711485,58528
105715661,3298
105719036,51230
105715970,8630
105717346,10062
105704872,1890
105704875,29781
105727441,10953
105707410,11231
105709384,23633
105719764,7431
105718909,355
105730034,8635
105717277,960
105727521,3755
105716474,56895
105715345,57823
105709514,4285
105705693,5583
105715430,3645
105732400,3459
105707138,11285
105715428,9047
105734411,7444
105731801,7133
105728759,55591
105723465,5452
105733044,65980
105710622,6642
105732399,9519
105720536,56938
105732370,9774
105707235,55334
105733543,286
105706995,3381
105716976,51106
105722817,9135
105734517,3149
105717367,23279
105708047,4593
