223781_GENEID,9606_GENEID
115333870,7105
115339972,8813
115348773,57147
115348772,55732
115351024,2729
115335155,4800
115351854,57185
115333929,81887
115351223,22875
115333359,6405
115339097,54467
115339099,1595
115339098,889
115352451,5893
115346334,51056
115345541,9957
115338959,26
115339503,23072
115335929,8379
115344906,3927
115345070,29916
115352486,4074
115333621,90293
115346281,56603
115342547,57679
115343323,843
115343214,7035
115353788,10181
115342733,6542
115351513,204
115342015,952
115352307,2288
115351984,23028
115353729,10180
115347192,84254
115352271,5965
115339238,55610
115339369,5166
115337255,85413
115353839,51364
115339240,10165
115341489,7982
115344343,996
115344342,6521
115349697,3052
115349572,5976
115339080,8935
115333680,292
115341712,55013
115339429,3207
115347535,5439
115347026,56919
115346947,3980
115341713,79657
115335576,6296
115335573,81691
115345504,57019
115348762,56928
115337022,80256
115334609,10943
115335526,1387
115338749,5444
115338086,84058
115339414,54677
115341062,55904
115335608,30812
115353044,25998
115350549,26224
115344367,5164
115344340,3675
115343490,7543
115339441,51666
115335567,51573
115345185,26022
115344910,9020
115351751,6833
115335939,10368
115352131,54972
115352055,54972
115346898,163
115339880,6863
115346586,6376
115342083,64847
115339901,1750
115339402,5898
115335816,55971
115352493,80853
115339787,2115
115352284,55750
115341538,57157
115346708,9855
115339007,79017
115339020,10926
115341805,3475
115333580,56891
115342070,1352
115347342,9569
115341887,60528
115339000,85477
115334672,414
115334539,414
115334674,414
115334661,8228
115352607,79602
115349372,115098
115347597,5048
115346926,4843
115347740,9703
115342334,8522
115349122,4145
115344284,974
115345029,6329
115351720,5080
115335796,113000
115336041,64285
115333325,9254
115335531,115939
115335606,9091
115342660,55735
115349427,2328
115352973,29116
115350408,5689
115352974,3720
115343579,6792
115335074,57172
115342744,728642
115342748,65220
115335756,9265
115342310,6856
115345216,1534
115341317,9043
115341719,10157
115345637,51188
115352599,4257
115352263,1407
115337980,4784
115340841,6482
115344532,9862
115350097,54497
115347231,7095
115340623,6224
115335438,7812
115339223,9690
115333653,10178
115342857,5081
115342613,10747
115351848,199870
115344559,51534
115347383,9031
115335221,51513
115349841,83932
115349072,51603
115352389,8798
115341256,7756
115333272,7384
115339931,83930
115352626,928
115339838,57467
115343704,9918
115343701,25900
115333298,11188
115352437,6540
115333540,3423
115333865,695
115351863,22955
115349460,2534
115345247,3097
115351491,6924
115351514,11313
115343386,1185
115344966,9902
115334363,6534
115352548,10867
115333297,55727
115349405,9546
115334660,3730
115341319,51096
115335800,54476
115346871,54902
115351569,9066
115339129,23395
115351797,5286
115335412,2844
115335412,23637
115336104,1634
115338051,54814
115337676,5536
115344935,23177
115348854,8491
115335581,57146
115344989,672
115343766,51360
115350851,2137
115336344,9971
115351170,60481
115348416,240
115333942,55148
115350172,30845
115348901,23324
115347410,57709
115347592,5010
115344358,51629
115339055,51667
115349684,5238
115352466,112611
115342966,1195
115352592,55703
115348510,23357
115333970,9604
115352277,1663
115336157,9052
115333732,10046
115343691,10460
115347805,23376
115338340,23649
115340240,23144
115338336,823
115339955,55
115344591,4190
115335750,10463
115345466,10903
115352697,440193
115341070,10138
115338826,10771
115334000,9782
115341934,64132
115351217,81551
115350140,23386
115337285,3670
115353736,55349
115345170,53832
115333304,55830
115338800,27032
115352695,3479
115340230,10928
115344399,22902
115341361,1272
115343365,6556
115347326,25937
115342458,8540
115333489,63932
115350099,55622
115343251,8685
115352133,56981
115338582,57586
115334282,972
115341991,3082
115348585,54764
115351670,23154
115350163,25960
115339373,55734
115337129,4331
115349542,23034
115353303,4361
115353207,58473
115353124,1992
115335935,64816
115346397,11136
115350309,6683
115351785,114879
115351536,9716
115348778,732
115333513,2273
115339095,51507
115334227,2554
115340200,57210
115345448,9921
115348624,64429
115351818,6050
115342878,4719
115340132,9821
115340269,23071
115353763,211
115350594,11215
115336564,6617
115352337,11171
115345319,51177
115348984,2730
115349758,23304
115338153,30846
115344298,25901
115336730,58528
115335299,3298
115339586,51230
115334352,10062
115342021,29781
115353304,11231
115351748,23633
115338746,7431
115348644,355
115344836,8635
115334139,960
115339970,3755
115346400,57823
115353343,4285
115337065,5583
115344821,3459
115344506,7444
115336142,55591
115341093,6642
115344823,9519
115352355,56938
115344268,9774
115333245,55334
115344657,51106
115333674,3149
115351557,23279
115335157,578
115334101,51306
115350938,55166
115335311,6301
115348965,8498
115351091,7260
115353373,8100
115345668,55596
115338839,10061
115338838,54480
115334673,2530
115341053,55236
115353249,9846
115345186,535
115342000,321
115335899,5606
115338801,28990
115340333,25897
115350841,26751
115348369,7414
115337379,55789
115341369,23604
115340086,8439
