379532_GENEID,9606_GENEID
105814945,7105
105814930,64102
105824842,8813
105821154,57147
105811723,2268
105815321,3075
105819321,2519
105813804,2729
105807492,4800
105815674,90529
105815710,57185
105809678,81887
105820761,6405
105817115,1080
105820134,54467
105820124,1595
105820125,889
105812911,5893
105827296,572
105805546,51056
105820350,4267
105819533,9957
105824630,26
105817162,51384
105812465,23072
105806053,8379
105823932,3927
105825110,29916
105824639,55365
105805075,4074
105817745,90293
105812070,56603
105812916,3382
105820650,79007
105818941,57679
105819115,843
105819401,8837
105825750,7035
105818005,55471
105823258,10181
105825200,9108
105825264,6542
105826758,381
105813544,23098
105813548,26073
105819012,23129
105808624,204
105805529,952
105815803,2288
105815693,23028
105823054,10180
105816983,84254
105807560,5965
105812836,55610
105816258,126393
105816177,115703
105810924,4706
105813210,5166
105815882,85413
105808386,51364
105822423,340273
105819954,170302
105813172,10165
105817118,7982
105819065,996
105822126,6521
105812994,799
105820365,3052
105819434,1856
105818136,5976
105817755,292
105807338,3207
105807050,5439
105822872,56919
105822115,4222
105805781,221981
105813824,3980
105805576,79657
105810935,6296
105810933,81691
105820876,57019
105811254,56928
105820563,80256
105823031,51226
105815174,5577
105820969,10943
105813122,1387
105813648,9256
105813680,4353
105813114,5444
105826855,6936
105821485,84058
105809671,54677
105809669,5244
105815198,55904
105807084,57414
105813033,30812
105805303,25998
105804984,23077
105804993,26224
105823192,3683
105824621,5164
105824609,3675
105819983,7543
105825169,3920
105822120,3674
105813083,51666
105812988,51573
105818144,55049
105818143,9244
105824984,114881
105813569,26022
105819425,51087
105824147,9020
105818231,6833
105810904,10368
105810044,54972
105813828,163
105813014,6863
105813147,10127
105820857,6376
105824408,64847
105824424,8913
105813137,51330
105813063,1750
105819941,4293
105818508,5898
105806009,55971
105814713,80853
105815145,2115
105814711,55750
105827414,221
105806396,55001
105815172,57157
105824491,9855
105818291,10083
105807354,79017
105809658,10926
105811961,6915
105817150,3475
105816119,1352
105807003,9569
105820057,27072
105818061,9912
105818073,60528
105805784,85477
105820338,414
105820346,8228
105818055,8735
105812920,79602
105817663,57787
105805517,8842
105818127,115098
105813504,4843
105818062,1770
105813526,9703
105813531,9058
105818075,8522
105817530,79090
105811872,4145
105817503,1087
105817697,1087
105823733,974
105822937,6329
105824554,8277
105814594,5080
105822576,113000
105822593,64285
105822591,55692
105827606,9254
105813080,8938
105813081,115939
105822615,9091
105813180,57585
105812219,7005
105821108,6401
105824959,55735
105821150,2328
105809461,29116
105814920,27035
105815699,1870
105816814,6853
105809455,3720
105816301,6792
105805440,57172
105820935,728642
105820928,65220
105813784,7021
105813792,83741
105812480,9940
105806056,9265
105809656,53616
105815200,6856
105825055,1534
105824961,9043
105805055,1951
105817157,10157
105805080,55200
105827408,51188
105811860,84954
105825108,4257
105810668,1407
105817719,8993
105807956,4784
105813436,6482
105812925,64386
105812938,5310
105813939,23542
105824095,9862
105825294,23221
105817958,54497
105824081,6224
105818211,9690
105809084,5980
105826814,10178
105826882,5081
105824943,10747
105819362,389434
105811668,199870
105805466,80342
105819892,29954
105819323,51534
105807091,51085
105807090,9031
105823097,83932
105821138,51603
105813575,7756
105824355,7384
105805793,83930
105805077,928
105805384,57467
105805068,9918
105805066,25900
105817593,2696
105805957,56920
105827560,11188
105827481,23166
105809408,80199
105812917,6540
105827243,3423
105827085,5646
105813006,7752
105805024,920
105805040,10233
105814900,695
105805668,3077
105812346,22955
105809082,2534
105819348,3097
105821103,2326
105815685,6924
105815688,11313
105824995,1185
105825164,9902
105824136,654364
105824146,654364
105821575,6534
105815815,10867
105819040,55727
105811985,9546
105813645,54903
105810468,51099
105820342,3730
105825069,26993
105824168,54799
105824179,51096
105805938,54476
105816110,54902
105811268,5725
105820519,8193
105825033,9066
105824653,23395
105818390,5286
105817589,5329
105805797,54443
105825067,58525
105826399,2844
105826399,23637
105826105,1634
105817586,54814
105817662,5536
105806138,23177
105817992,8491
105816191,27033
105816224,7305
105810909,57146
105822891,2556
105817678,2067
105816209,933
105821261,7869
105819946,51360
105816832,4007
105805274,4057
105818825,2137
105826127,9971
105813801,60481
105821653,240
105817716,57658
105819058,55148
105825852,11183
105816970,30845
105820609,5704
105827097,23324
105806975,57709
105806974,5010
105822128,51629
105823127,9961
105824629,51667
105805345,5238
105805346,112611
105819149,1195
105810665,55703
105819932,23357
105811573,9604
105824517,1774
105823967,1663
105819529,50865
105819528,9052
105821627,10046
105810066,923
105825793,10460
105824414,23376
105827256,23649
105813310,23144
105827335,823
105826506,55
105806137,4190
105813711,10463
105822010,10903
105824326,1355
105805573,10138
105826885,10771
105816786,7454
105820632,1800
105815816,637
105812016,9782
105812501,29881
105824761,64132
105825226,81551
105812495,23386
105819111,3670
105805320,55349
105827167,53832
105823800,1179
105823774,22802
105824606,55830
105826305,27032
105815122,3479
105816784,92745
105813625,10928
105822832,22902
105805508,1272
105808823,6556
105809177,25937
105815525,8540
105817739,63932
105806203,63932
105824455,477
105816945,55622
105817827,147948
105823543,23584
105819250,23187
105810624,8685
105811599,1591
105811053,56981
105811052,57586
105824104,6591
105821569,972
105811016,3082
105808607,23154
105815835,25960
105820436,55734
105820435,55734
105819925,4331
105825897,23034
105815712,864
105822960,4361
105811482,58473
105816066,1992
105812551,11136
105816967,6683
105827469,114879
105814220,9716
105823919,1373
105806385,732
105819277,2273
105811601,51507
105810761,2554
105809237,55655
105813294,57210
105815057,9921
105812581,55778
105825999,64429
105810873,57476
105816555,6050
105823905,4719
105824092,9821
105805374,23071
105825694,211
105822279,330
105813855,11215
105819838,6617
105825107,51071
105810141,11171
105824337,1244
105812183,50619
105822003,51177
105823799,2730
105807421,23304
105817632,30846
105817920,55635
105815334,25901
105805318,58528
105804925,51230
105816028,8630
105811098,10062
105813932,1890
105813931,29781
105821250,10953
105815936,11231
105808628,23633
105823669,7431
105822691,355
105822319,8635
105814589,960
105824841,3755
105812408,56895
105806425,57823
105814783,4285
105819725,5583
105821880,3645
105827142,3459
105818608,11285
105821724,9047
105806107,7444
105824987,7133
105826111,55591
105817614,5452
105823058,65980
105810962,6642
105827201,9519
105807572,56938
105827193,9774
105819886,55334
105819671,286
105812683,3381
105812403,51106
105822867,9135
105811028,23279
105821684,578
105807703,4593
105815101,22807
105822118,2896
105811992,51306
105808857,57514
105826665,55166
105813748,6301
105811955,8498
105825916,5926
105820468,7260
105807926,10908
105808106,8100
105813123,56052
105825568,55596
105824623,54480
105817062,57554
105819734,2530
105815778,9846
105820210,535
105826802,8554
105810526,9497
105808942,321
105816099,5606
105824069,79645
105810271,9168
105809779,25897
105819343,8504
105807995,11345
105821102,4653
105822626,26751
105812095,84908
105825489,7414
105826544,55789
105810994,23604
105824048,8439
105810400,159
105811195,26228
105824012,7077
105810476,5981
105817174,55773
105808739,8452
105811616,9172
105808436,5009
105814966,10858
105823789,26009
105825242,6570
105819202,9099
105807262,846
105820229,27175
105814656,51121
105823644,2324
105816440,54888
105824993,54455
105817494,4238
105816799,4234
105818245,3224
105816278,175
105826241,55300
105805534,259282
105820512,7092
105823371,23644
105808991,7204
105805555,1462
105813162,23274
105823410,999
105819100,23517
105808886,1767
105826632,9765
105823411,79567
105814561,729
105807210,26064
105815241,11063
105809367,11284
105807902,54831
105823306,23035
105814644,54908
105825352,27067
105820457,54896
105817006,1497
105818843,65078
105819432,79142
105819029,1008
105808359,3631
105816357,5874
105816458,5685
105805110,23026
105808571,55341
105814392,10039
105826415,3371
105807739,3371
105824916,90326
105824845,140876
105807114,55775
105822027,84883
105820698,9440
105810283,54884
105810285,822
105817539,1175
105826911,7399
105815468,11055
105813392,7038
105816288,8538
105816036,23338
105810446,7546
105814637,3937
105812356,54802
105812304,2981
105807460,9820
105812013,1495
105816319,5256
105806582,3309
105820140,1829
105814727,54960
105814732,2824
105825361,80243
105826888,22884
105822522,64848
105820201,56474
105824057,51606
105821365,56204
105810488,116984
105813192,7175
105809143,1356
105810905,23247
105809446,84062
105808443,7504
105805026,57101
105820189,6322
105820362,55841
105820348,395
105805547,27146
105824969,4134
105815027,57120
105815003,6098
105822280,57646
105822428,9734
105822514,26262
105822508,51491
105805501,57545
105809729,50484
105823299,168850
105813035,608
105813007,92017
105825109,55885
105807503,55173
105807450,2978
105815774,51773
105824880,55187
105808533,10659
105826467,23196
105815382,23518
105812281,1298
105815960,4254
105826545,1161
105826562,11174
105824894,9563
105824951,9341
105824932,10911
105824914,3604
105824397,55040
105816883,4052
105814597,5954
105807044,5982
105812410,57492
105825822,81037
105816382,23327
105816846,50943
105816782,89801
105826593,3074
105826604,79810
105826163,340533
105819716,51528
105818401,27122
105815445,7984
105807346,9603
105817472,63933
105817994,51474
105817636,25875
105818171,9498
105806551,10319
105806725,5733
105811240,79931
105823643,5601
105818606,91522
105808008,9564
105818425,84067
105820860,9709
105818131,9454
105814226,5888
105806430,10721
105826540,5291
105821044,1535
105822504,84321
105815342,23593
105825565,10198
105825094,54477
105825111,54477
105823102,5652
105815656,80143
105818478,23223
105816491,57600
105819138,55761
105819144,60529
105816020,23105
105807122,1112
105815951,728464
105820454,8574
105820455,51154
105822026,4826
105818155,55850
105806845,23101
105815786,83714
105825024,3909
105825887,55745
105826242,29945
105826934,3784
105808612,27095
105808608,9967
105818708,29085
