GENEID_336983,GENEID_9606
105520698,7105
105520699,64102
105518390,8813
105526321,57147
105526320,55732
105521341,2268
105518570,3075
105526131,2519
105524810,2729
105513263,4800
105514311,90529
105514309,57185
105526108,81887
105524873,22875
105509684,6405
105508520,1080
105527053,54467
105527047,1595
105527051,889
105503899,5893
105512212,572
105516564,51056
105506226,4267
105515532,9957
105511320,26
105508531,51384
105523795,23072
105522432,8379
105524536,3927
105524565,29916
105511323,55365
105519845,4074
105516483,90293
105514063,56603
105512580,3382
105501859,79007
105517401,57679
105517471,843
105517472,8837
105507803,7035
105507472,55471
105509809,10181
105506661,9108
105506660,6542
105510044,381
105510823,23098
105510820,26073
105517925,23129
105521256,204
105516574,952
105503917,2288
105514283,23028
105509810,10180
105515643,84254
105520999,5965
105521038,55610
105516191,126393
105516216,115703
105513706,4706
105514673,4706
105521064,5166
105519442,85413
105509669,51364
105513321,340273
105506871,170302
105521066,10165
105508516,7982
105510366,6521
105521040,799
105518060,3052
105523586,1856
105517638,64063
105500356,5976
105509364,8935
105516486,292
105508149,292
105514411,55013
105509379,3207
105523555,56919
105510343,4222
105512490,221981
105508754,3980
105507677,79657
105504445,6296
105504443,81691
105509566,57019
105521067,57019
105527644,56928
105517789,80256
105524562,51226
105516129,5577
105518057,10943
105517600,1387
105520103,9256
105520104,4353
105521059,5444
105514623,6936
105514596,84058
105525960,54677
105525959,5244
105501710,55904
105503380,57414
105526490,30812
105517673,25998
105520253,23077
105520242,26224
105505725,3683
105524610,5164
105524607,3675
105506845,7543
105523214,3920
105510369,3674
105521062,51666
105504428,51573
105500351,55049
105500414,9244
105524551,114881
105508739,26022
105523683,51087
105503052,3883
105510391,9020
105508627,6833
105523449,10368
105527241,54972
105518745,163
105512689,6863
105517611,10127
105509571,6376
105524624,64847
105524626,8913
105512756,1750
105517204,4293
105513593,5898
105522458,55971
105511405,80853
105512392,2115
105511187,55750
105512075,221
105500712,55001
105501686,57157
105503391,10344
105502876,9855
105508568,10083
105520308,79017
105525955,10926
105512820,6915
105521665,3475
105519167,56891
105505410,1352
105525057,9569
