9565_GENEID,9606_GENEID
112616536,7105
112616536,7105
112612833,7105
112612833,7105
112616022,64102
112632594,8813
112635286,57147
112635267,55732
112622938,2519
112622879,2729
112623437,4800
112615403,81887
112619666,6405
112620581,1080
112606473,572
112624275,51056
112615408,4267
112624717,9957
112620088,26
112620719,51384
112620510,23072
112620364,8379
112619242,3927
112610287,3927
112609577,29916
112635256,4074
112616448,90293
112604743,56603
112621166,3382
112614370,79007
112636442,57679
112636361,843
112636101,7035
112605234,55471
112619665,10181
112629760,9108
112630376,6542
112620296,381
112609044,23098
112609047,26073
112619061,23129
112624454,952
112634129,2288
112621190,23028
112619338,10180
112609553,84254
112635045,5965
112613189,126393
112613904,4706
112608689,4706
112620522,5166
112623026,85413
112618550,51364
112620744,340273
112615900,170302
112620953,10165
112620490,7982
112609194,996
112620917,799
112615563,3052
112608975,1856
112612427,5976
112620606,8935
112624573,55013
112620434,5439
112609593,4222
112620732,221981
112609062,3980
112635269,79657
112614780,6296
112614321,57019
112612263,56928
112610104,51226
112621805,5577
112616273,10943
112614062,1387
112608990,9256
112609921,4353
112620242,5444
112604897,84058
112620647,5244
112620648,5244
112621770,55904
112620438,57414
112614256,30812
112623148,25998
112614683,7748
112610727,23077
112610668,26224
112614061,3683
112609721,5164
112609718,3675
112615824,7543
112615539,3920
112609387,3674
112620994,51666
112614063,51573
112612006,55049
112612004,9244
112609456,114881
112610036,26022
112609909,51087
112609290,3883
112609983,9020
112606507,6833
112614191,10368
112607299,54972
112609543,163
112620899,6863
112614111,10127
112614521,6376
112609302,64847
112608876,8913
112614024,51330
112621448,1750
112628781,4293
112620933,5898
112621809,55971
112621806,80853
112620722,2115
112620609,55750
112606703,221
112621163,57157
112621058,10344
112606231,10083
112621323,79017
112620850,10926
112612978,6915
112620699,3475
112612975,56891
112609845,1352
112612258,54623
112620566,27072
112610266,9912
112610265,60528
112620597,85477
112615639,414
112615638,414
112615644,8228
112609366,8735
112634364,79602
112612181,57787
112624859,8842
112612592,115098
112608920,5048
112609895,4843
112609175,1770
112609614,9703
112609520,9058
112608912,8522
112612186,79090
112612611,4145
112609263,974
112609350,6329
112605671,5080
112614607,113000
112613687,64285
112614281,55692
112618240,9254
112613796,115939
112614617,9091
112614530,57585
112619130,55735
112623297,29116
112615945,27035
112622256,5689
112616120,6853
112622978,3720
112622937,7021
112623436,83741
112618265,9940
112620160,9265
112620162,53616
112620135,6856
112608946,1534
112609031,9043
112618615,1951
112621792,10157
112635094,55200
112618183,51188
112612635,84954
112633995,4257
112635378,1407
112612650,4784
112630265,6482
112614304,64386
112614276,5310
112632708,23542
112608868,9862
112630734,23221
112605066,54497
112618258,7095
112629724,6224
112620385,9690
112622079,5980
112615614,10178
112634182,5081
112623070,389434
112628674,29954
112622438,51534
112620718,51085
112620235,9031
112622697,10048
112622226,51513
112634627,8798
112609037,7756
112617422,7384
112621475,83930
112634099,928
112618173,57467
112634811,9918
112635157,25900
112613229,2696
112618208,51533
112618207,56920
112619753,11188
112619752,23166
112612273,80199
112634024,6540
112620200,5646
112614764,7752
112634139,920
112623621,3077
112622714,2534
112623201,3097
112609059,11313
112616552,1185
112609548,9902
112634851,10867
112628679,55727
112612686,9546
112610084,54903
112618380,51099
112615499,3730
112613467,26993
112608909,51096
112634456,54476
112612299,5725
112612610,8193
112607075,9066
112618931,23395
112613150,5329
112620085,54443
112613134,58525
112608204,23637
112608204,2844
112634490,1634
112612871,54814
112611995,5536
112636940,23177
112605048,8491
112612883,27033
112613397,7305
112615693,2556
112613627,2067
112613206,933
112618987,7869
112615897,51360
112614996,4007
112619709,4057
112630110,2137
112634556,9971
112622045,60481
112632137,240
112634028,57658
112628465,55148
112605185,30845
112613132,5704
112625260,23324
112619759,57709
112619761,5010
112608881,51629
112613944,9961
112620479,51667
112622290,112611
112636358,1195
112634085,55703
112628598,23357
112625950,9604
112615094,1774
112635360,50865
112606110,923
112625415,10460
112623486,23376
112630757,23144
112605622,823
112618649,55
112604713,4190
112624507,10463
112631435,10771
112615786,7454
112614587,1800
112632621,637
112626611,9782
112620935,29881
112610269,64132
112630578,81551
112620314,23386
112626236,3670
112618468,55349
112623795,53832
112618645,55830
112617464,27032
112635504,3479
112615342,92745
112611499,10928
112624473,22902
112635261,1272
112618262,25937
112636319,8540
112616484,63932
112619193,477
112605004,55622
112613371,147948
112606055,23187
112632353,1591
112606371,56981
112606492,57586
112630646,6591
112626003,972
112631147,54764
112623441,23154
112629754,25960
112633349,55734
112629246,4331
112628604,23034
112606679,4361
112607244,58473
112622691,1992
112612753,11136
112605271,6683
112628651,9369
112606469,114879
112615328,2273
112632597,51507
112612671,55655
112618092,55655
112634762,9921
112631176,64429
112606835,57476
112606077,6050
112636699,4719
112629948,9821
112608187,23071
112605792,330
112610925,11215
112632838,51022
112629176,6617
112634414,51071
112634413,11171
112631540,1244
112623796,50619
112623151,23304
112622740,25901
112623578,58528
112623418,3298
112606093,10062
112632812,1890
112632814,29781
112632735,10953
112622707,11231
112631254,7431
112631569,355
112622273,8635
112606160,960
112633148,3755
112623290,56895
112611005,4285
112628615,5583
112606998,3645
112622388,3459
112625746,11285
112604600,7444
112608993,7133
112634171,55591
112612109,5452
112627785,6642
112623037,9519
112635462,56938
112622385,9774
112628520,55334
112630269,286
112624876,3381
112622063,51106
112609323,9135
112616457,3149
112606709,23279
112622824,578
112608230,4593
112636745,22807
112608907,2896
112626080,51306
112618482,57514
112622704,55166
112612211,8498
112629465,5926
112604693,7260
112613706,56052
112635194,55596
112620113,10061
112620112,54480
112628750,2530
112606981,9846
112610294,535
112627409,8554
112618580,9497
112608997,5606
112630230,79645
112636906,9168
112615867,9168
112630061,25897
112623720,8504
112613697,11345
112636983,26751
112631973,7414
112626027,55789
112627759,23604
112629889,8439
112624895,26228
112624799,5981
112618526,55773
112636040,8452
112629996,9172
112628803,10858
112630291,6570
112607064,9099
112618778,846
112609807,27175
112625730,51121
112626121,2324
112625947,54888
112614026,54455
112626096,4238
112612919,84245
112635430,4234
112634382,3224
112625345,175
112625385,55300
112625041,259282
112626680,27430
112624748,7092
112614065,23644
112625776,7204
112625767,1462
112630303,4481
112613986,999
112626738,23517
112626242,1767
112614394,79567
112626163,729
112626077,26064
112626229,11063
112612279,11284
112613247,54831
112614542,23035
112626772,54908
112629748,27067
112608949,54896
112609097,1497
112608978,79142
112626250,1008
112604909,3631
112611433,5874
112627533,5685
112610815,23026
112607867,3371
112619152,90326
112633717,140876
112628255,55775
112630958,84883
112628725,55812
112606590,9440
112637015,54884
112604759,822
112612166,1175
112612568,7399
112620892,11055
112630006,7038
112606689,8538
112618910,54165
112626578,23338
112610836,7546
112626009,3937
112631736,153
112622325,9820
112625763,1495
112615509,5256
112619599,2042
112608599,3309
112611556,1829
112615528,54960
112615391,8481
112614992,2824
112630047,80243
112631128,22884
112626718,64848
112616270,56474
112629699,51606
112624528,5431
112627850,56204
112624536,116984
112623744,84062
112615363,7504
112635398,57102
112616478,6322
112615884,55841
112615562,395
112624727,27146
112622642,57120
112623187,6098
112606805,57646
112620512,9734
112626679,26262
112624245,57545
112621474,168850
112614466,608
112613791,92017
112633992,55885
112623296,55173
112623015,2978
112606337,51773
112632106,10659
112607648,23196
112635799,23518
112635307,4254
112626251,11174
112612908,9341
112604778,4052
112605672,5954
112621050,5982
112626006,81037
112611298,23327
112615566,89801
112626784,3074
112627137,79810
112615875,340533
112628557,51528
112606479,27122
112621264,7984
112623712,63933
112635262,51474
112634019,25875
112634315,9498
112608022,10319
112626308,5601
112613778,9564
112606764,84067
112613158,9454
112627468,5888
112619294,5291
112613954,1535
112626057,84321
112623653,23593
